DiscountTreatment,TotalPrice,PreviousSpend,PreviousQuantity,PreviousTransactions,AverageUnitPrice,RecencyDays,IndividualTreatmentEffect,TreatmentResponse
0,29.96,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,7.49,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,22.47,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
1,1.26,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,20.25,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,27.0,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,33.75,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,13.5,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,47.2,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
1,60.0,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,22.5,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,17.0,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,39.8,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,38.7,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,35.400000000000006,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,30.6,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,35.7,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,47.7,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,42.6,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,9.9,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,24.75,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,8.4,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,23.8,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,17.85,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
1,0.5,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
0,11.7,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
1,7.5,8389.42,2456,18,4.937544247787611,15,-22.002956712102584,Negative
1,76.32000000000001,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,191.52,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
1,57.6,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,255.84,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,162.48,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,206.88,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,128.64,349164.35,124216,89,3.4919298245614034,1,-319.84657127090213,Negative
0,190.5,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,99.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,102.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,98.1,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,45.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,59.400000000000006,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,46.8,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,60.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,254.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,165.0,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
0,35.400000000000006,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,88.80000000000001,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,81.12,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,26.4,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,13.2,9796.23,3985,9,2.8603225806451613,57,-13.967015143808945,Negative
1,13.2,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,15.9,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,10.2,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,15.0,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,15.0,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,12.6,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,17.700000000000003,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,19.8,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,14.85,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,10.08,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,17.0,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,16.35,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,17.4,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,16.8,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,12.5,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,30.0,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,10.4,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,15.3,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,21.5,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,6.3,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,7.800000000000001,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,5.04,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,10.08,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
0,23.25,2354.27,1441,7,3.0938,30,-9.062405420779605,Negative
1,15.0,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,35.400000000000006,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
1,16.25,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,15.6,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,30.6,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
1,6.6000000000000005,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
1,10.0,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
1,10.2,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,25.200000000000003,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,16.8,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,37.8,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
1,31.200000000000003,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,153.0,3323.75,1525,16,2.07375,5,-2.977203587749214,Negative
0,7.5,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,5.1,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,5.9,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,5.0,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,2.5,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,2.55,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,6.6,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,1.65,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,2.95,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,11.9,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,4.25,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,1.25,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,2.1,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,3.9,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,3.3,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
0,3.95,1225.93,695,3,2.3151219512195125,25,-6.629789384305835,Negative
1,15.0,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,81.6,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,46.5,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
1,10.2,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,17.700000000000003,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,17.85,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
1,15.0,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,23.4,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,25.200000000000003,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
0,17.0,1355.24,722,6,2.40672131147541,10,-6.474450490585819,Negative
1,59.4,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,75.60000000000001,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,1.25,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,1.95,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,2.95,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
1,0.85,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,2.55,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,1.95,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,5.9,55942.74,32784,121,2.880848871442591,1,5.9791177926416506,Positive
0,2.55,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,4.95,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,3.45,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,9.9,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,2.1,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,6.95,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
1,1.25,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,4.25,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,2.95,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,33.9,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,7.95,407.07,206,4,2.3685384615384617,242,-0.4640297341019286,Negative
0,19.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,8.25,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,29.700000000000003,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,29.75,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,25.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,32.25,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,9.75,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,0.85,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,5.04,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,1.25,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,4.25,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,1.45,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,1.7,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,0.42,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,0.84,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,2.95,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,1.65,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,4.95,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,2.55,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,3.75,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,13.44,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,4.25,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,2.1,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,7.5,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,6.35,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,3.4,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,5.1,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,4.949999999999999,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,6.25,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,2.5,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,7.8,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,5.0,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,2.1,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,2.6,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,3.3,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,1.95,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,2.9,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
1,1.95,1397.59,996,4,2.104059945504088,12,-5.300608450942148,Negative
0,2.55,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,1.1,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,1.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,5.9,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,4.2,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,5.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,19.9,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,2.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,7.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,1.65,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,9.9,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,7.5,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,11.8,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,0.84,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,12.5,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,4.949999999999999,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,3.9,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,1.26,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,3.25,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,15.9,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,10.75,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,6.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,5.0,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,14.98,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,21.95,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,12.75,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
0,8.5,904.6,270,4,3.9227067669172935,12,-14.407170415631931,Negative
1,46.2,970.25,551,7,2.827083333333333,81,-5.915431581755912,Negative
0,17.0,16847.18,15501,15,2.4275247524752475,24,0.10910623837240152,Positive
0,102.0,16847.18,15501,15,2.4275247524752475,24,0.10910623837240152,Positive
0,39.6,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,67.2,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,40.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,25.92,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,10.08,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,10.5,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,15.9,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,15.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,63.5,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,100.8,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,152.64,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,30.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,70.80000000000001,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,90.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,0.001,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,17.4,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,37.2,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,50.88,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,61.2,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,76.32000000000001,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,81.36,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
1,144.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,204.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,45.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,29.700000000000003,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,71.4,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,204.0,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,118.8,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,39.8,2622.481,1460,1,2.7264666666666666,242,-4.530337720818285,Negative
0,241.68,2235.12,734,6,4.485714285714286,210,-12.47063081178964,Negative
0,63.5,2235.12,734,6,4.485714285714286,210,-12.47063081178964,Negative
0,63.5,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,63.6,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,33.6,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,25.200000000000003,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,30.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,232.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,122.04,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,74.1,2235.12,734,6,4.485714285714286,210,-12.47063081178964,Negative
0,75.60000000000001,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,122.4,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,130.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,10.2,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,81.6,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,89.69999999999999,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,93.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,91.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,100.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,163.2,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,76.32000000000001,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,93.6,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,29.700000000000003,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,101.88,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,15.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,20.16,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,101.76,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,19.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,13.919999999999998,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,15.3,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,15.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,51.0,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,43.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,139.2,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,81.36,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,11.8,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
0,38.7,29480.061,16826,22,3.4770570071258904,36,-20.316965364215612,Negative
1,10.08,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,5.04,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,0.42,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,3.75,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,10.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,25.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,2.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,7.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,5.9,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,3.4799999999999995,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,22.5,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,15.0,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,5.0,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,2.52,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,9.3,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,8.850000000000001,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,7.8,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,1.7,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,11.25,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,2.1,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,7.25,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,3.3000000000000003,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
1,4.4,15310.35,8497,35,3.044857635893011,4,-6.777895339231634,Negative
0,1.95,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,15.0,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,17.0,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,8.4,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,22.5,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,15.0,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,5.07,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,1.7,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,10.2,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,8.5,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,23.8,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,6.98,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,5.1,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,10.2,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
0,13.0,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,7.5,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,5.0,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,34.8,1146.33,583,4,2.299137931034483,73,-5.017450036837385,Negative
1,19.8,901.07,263,3,5.795,59,-22.34388311130177,Negative
1,34.8,901.07,263,3,5.795,59,-22.34388311130177,Negative
1,20.16,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,127.5,901.07,263,3,5.795,59,-22.34388311130177,Negative
1,17.4,901.07,263,3,5.795,59,-22.34388311130177,Negative
1,13.52,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,65.4,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,17.700000000000003,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,12.75,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,17.0,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,13.5,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,33.9,901.07,263,3,5.795,59,-22.34388311130177,Negative
0,334.8,30501.26,13845,37,2.2416494845360826,2,-17.22707166768204,Negative
1,35.0,970.25,551,7,2.827083333333333,81,-5.915431581755912,Negative
1,4.25,1273.16,805,6,2.86315,84,-6.396317752256046,Negative
1,6.76,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
0,14.7,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
0,15.9,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
1,10.0,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
0,11.8,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
0,14.98,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
0,7.49,5996.83,2349,41,3.5974471544715443,63,-1.9956031613501608,Negative
1,10.2,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,12.6,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,12.75,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,23.4,496.5,222,2,5.11,194,-15.421853555347866,Negative
1,12.5,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,25.5,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,43.8,496.5,222,2,5.11,194,-15.421853555347866,Negative
1,19.8,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,19.95,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,11.7,496.5,222,2,5.11,194,-15.421853555347866,Negative
1,15.0,496.5,222,2,5.11,194,-15.421853555347866,Negative
0,15.3,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
1,30.0,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
1,15.0,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
1,17.4,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,25.200000000000003,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
1,19.8,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,27.8,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,13.5,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,19.8,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,17.700000000000003,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
1,10.0,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,15.0,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,19.9,7670.54,3223,38,4.223270588235295,4,-8.681379629549893,Negative
0,93.0,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
0,34.0,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
1,40.8,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
1,30.0,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
0,35.7,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
0,17.0,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
0,19.9,961.9,428,3,3.859090909090909,114,-11.633126177304172,Negative
