CustomerID,TotalSpend,TotalQuantity,PreviousTransactions,AverageTreatmentEffect,AveragePriceReduction,CustomerResponse,RecommendedDiscount,PricingStrategy,CurrentAveragePrice,RecommendedPrice,ExpectedRevenue
13431,1993.44,898,82,10.245322951032488,18.747932908103,Positive Response,10,Moderate Discount Strategy,3.7906024096385544,3.411542168674699,3063.5648674698796
13432,2047.14,217,110,2.2740009811988924,16.123396123396123,Positive Response,10,Moderate Discount Strategy,2.2845045045045045,2.056054054054054,446.16372972972977
13433,643.32,190,23,13.000707413985376,27.5,High Response,20,High Discount Strategy,4.62375,3.6990000000000003,702.8100000000001
13434,1082.22,564,24,13.374906965867831,4.1523809523809545,High Response,20,High Discount Strategy,2.1168,1.69344,955.1001600000001
13435,1132.6200000000001,625,47,11.436786818753445,25.5510752688172,High Response,20,High Discount Strategy,2.4716666666666667,1.9773333333333334,1235.8333333333333
13438,637.44,10,0,10.142553849963427,0.0,Positive Response,10,Moderate Discount Strategy,4.65,4.1850000000000005,41.85000000000001
13439,695.34,710,112,3.5991795223363727,21.09949048002145,Positive Response,10,Moderate Discount Strategy,2.23212389380531,2.0089115044247787,1426.327168141593
13440,1290.3,573,58,12.064363101479998,25.28009192760701,High Response,20,High Discount Strategy,3.2228813559322034,2.5783050847457627,1477.368813559322
13441,1295.25,316,24,9.27788915245378,14.593103448275862,Positive Response,10,Moderate Discount Strategy,2.6404,2.37636,750.92976
13442,424.26,115,37,7.82768330248843,22.402977139819246,Positive Response,10,Moderate Discount Strategy,7.01,6.309,725.535
13443,1269.41,805,199,4.68115914539403,20.887878787878787,Positive Response,10,Moderate Discount Strategy,2.86315,2.576835,2074.352175
13444,1273.16,331,56,6.652088176182004,18.42105263157895,Positive Response,10,Moderate Discount Strategy,2.349122807017544,2.1142105263157895,699.8036842105263
13445,619.08,198,6,34.80877451167519,6.753246753246755,High Response,20,High Discount Strategy,1.9700000000000002,1.5760000000000003,312.04800000000006
13446,3861.9900000000002,2403,191,10.033683368746644,14.952651515151514,Positive Response,10,Moderate Discount Strategy,2.701927083333333,2.431734375,5843.457703125
13448,5637.8,2709,356,6.681266572015756,20.45218087234894,Positive Response,10,Moderate Discount Strategy,4.050056022408964,3.645050420168068,9874.441588235295
13450,5655.2,2336,75,19.124044491591352,18.168421052631583,High Response,20,High Discount Strategy,1.465,1.1720000000000002,2737.7920000000004
13451,4187.55,3101,588,5.505931887320532,17.381886306422338,Positive Response,10,Moderate Discount Strategy,2.0468421052631576,1.8421578947368418,5712.531631578946
13452,4191.8,4,0,11.875118716127195,0.0,High Response,20,High Discount Strategy,34.95,27.960000000000004,111.84000000000002
13453,409.71,207,22,10.220582356390624,19.606625258799173,Positive Response,10,Moderate Discount Strategy,3.1947826086956526,2.8753043478260873,595.1880000000001
13454,424.71,198,22,10.294888021307647,23.130434782608695,Positive Response,10,Moderate Discount Strategy,1.4865217391304346,1.337869565217391,264.8981739130434
13455,1823.74,631,97,9.260180448441963,21.23809523809524,Positive Response,10,Moderate Discount Strategy,4.535204081632653,4.081683673469388,2575.5423979591837
13457,1847.5900000000001,96,8,10.927817869565935,12.794612794612794,High Response,20,High Discount Strategy,1.5599999999999998,1.248,119.80799999999999
13458,2273.1,1252,102,10.4249065226742,17.349342218647674,Positive Response,10,Moderate Discount Strategy,2.9192233009708737,2.6273009708737862,3289.3808155339802
13459,2312.7000000000003,986,72,10.427923311531073,16.931506849315067,Positive Response,10,Moderate Discount Strategy,2.282191780821918,2.053972602739726,2025.2169863013698
13461,2695.2,1962,34,41.44587246532362,14.406926406926406,High Response,20,High Discount Strategy,1.9994285714285716,1.5995428571428574,3138.303085714286
13462,2715.0,635,61,9.247090185061472,25.643170051772202,Positive Response,10,Moderate Discount Strategy,2.394838709677419,2.1553548387096773,1368.650322580645
13464,2375.56,1037,109,10.360048122031968,26.687211093990758,Positive Response,10,Moderate Discount Strategy,3.936727272727273,3.5430545454545457,3674.147563636364
13465,2422.96,584,33,11.702454408313557,13.905882352941175,High Response,20,High Discount Strategy,2.315588235294118,1.8524705882352945,1081.842823529412
13466,931.12,401,37,10.073751120769511,26.87719298245614,Positive Response,10,Moderate Discount Strategy,2.701842105263158,2.431657894736842,975.0948157894736
13468,7660.34,3223,424,9.119015858907018,22.48295114656032,Positive Response,10,Moderate Discount Strategy,4.2232705882352946,3.8009435294117653,12250.440995294119
13469,7670.54,52,5,8.083177064580036,5.333333333333333,Positive Response,10,Moderate Discount Strategy,2.6999999999999997,2.4299999999999997,126.35999999999999
13472,575.24,310,27,10.054259882235433,13.398268398268398,Positive Response,10,Moderate Discount Strategy,2.626785714285714,2.3641071428571427,732.8732142857142
13473,2230.08,734,48,19.8091484839453,24.558976132826015,High Response,20,High Discount Strategy,4.485714285714286,3.588571428571429,2634.011428571429
13474,2235.12,189,63,3.3712047895928348,24.57720588235294,Positive Response,10,Moderate Discount Strategy,3.32484375,2.992359375,565.555921875
13476,808.0,296,47,8.93572772157732,18.043785310734467,Positive Response,10,Moderate Discount Strategy,4.814583333333333,4.333125,1282.605
13477,1344.19,1070,77,9.430994940160538,24.474128665745432,Positive Response,10,Moderate Discount Strategy,2.4747435897435897,2.2272692307692306,2383.178076923077
13478,2200.8,1189,124,9.349990907005688,26.535593220338985,Positive Response,10,Moderate Discount Strategy,3.8902400000000004,3.5012160000000003,4162.945824
13479,2215.78,582,37,9.199296682105993,15.170278637770895,Positive Response,10,Moderate Discount Strategy,2.023421052631579,1.8210789473684212,1059.8679473684213
13480,617.87,362,40,9.122095689343052,26.680446465481605,Positive Response,10,Moderate Discount Strategy,3.5897560975609757,3.230780487804878,1169.542536585366
13481,2016.08,913,114,9.568528288224341,21.414885777450262,Positive Response,10,Moderate Discount Strategy,3.6229565217391304,3.2606608695652173,2976.9833739130436
13482,2026.28,71,8,8.931880857537736,11.396011396011398,Positive Response,10,Moderate Discount Strategy,3.061111111111111,2.755,195.605
13484,464.17,180,30,9.359815096281867,24.086021505376344,Positive Response,10,Moderate Discount Strategy,4.448387096774193,4.0035483870967745,720.6387096774195
13485,2549.98,1521,134,9.776104211427443,26.20811287477954,Positive Response,10,Moderate Discount Strategy,3.600074074074074,3.240066666666667,4928.1414
13487,2564.98,97,14,8.947961964524755,33.97530864197531,Positive Response,10,Moderate Discount Strategy,4.684666666666667,4.216200000000001,408.9714000000001
13488,6559.87,3373,301,9.839684965146203,22.07032481866919,Positive Response,10,Moderate Discount Strategy,3.497913907284768,3.148122516556291,10618.61724834437
13490,6619.57,25,7,8.148765552965177,16.32791327913279,Positive Response,10,Moderate Discount Strategy,9.40625,8.465625000000001,211.64062500000003
13491,3334.84,1482,181,9.965194702110612,24.867068415455513,Positive Response,10,Moderate Discount Strategy,3.6540109890109886,3.28860989010989,4873.719857142857
13495,3350.7400000000002,1845,98,14.051098545648387,19.85919804101622,High Response,20,High Discount Strategy,2.0766666666666667,1.6613333333333333,3065.16
13497,3329.39,416,47,10.422204213364674,22.136363636363637,Positive Response,10,Moderate Discount Strategy,3.2245833333333334,2.9021250000000003,1207.284
13498,972.2800000000001,362,16,14.675017578520103,21.599999999999998,High Response,20,High Discount Strategy,2.2652941176470587,1.812235294117647,656.0291764705881
13500,327.38,229,19,9.246780722583223,22.86206896551724,Positive Response,10,Moderate Discount Strategy,3.3335,3.00015,687.03435
13501,1529.67,693,61,10.125722187939163,25.423728813559325,Positive Response,10,Moderate Discount Strategy,3.6512903225806452,3.286161290322581,2277.3097741935485
13502,1544.79,226,14,11.524282883626528,27.118644067796613,High Response,20,High Discount Strategy,3.07,2.456,555.056
13503,1626.79,857,171,3.6760070274586383,27.696924231057764,Positive Response,10,Moderate Discount Strategy,3.1865697674418607,2.867912790697675,2457.8012616279075
13506,1642.39,850,71,10.26762902204094,16.839080459770113,Positive Response,10,Moderate Discount Strategy,2.698472222222222,2.428625,2064.3312499999997
13508,1180.68,156,15,6.508594360272642,25.76388888888889,Positive Response,10,Moderate Discount Strategy,2.82625,2.543625,396.8055
13509,176.07999999999998,108,4,15.26373857811014,0.0,High Response,20,High Discount Strategy,1.25,1.0,108.0
13510,2751.88,1658,173,9.301950193535232,19.69643383436487,Positive Response,10,Moderate Discount Strategy,3.6267241379310344,3.264051724137931,5411.79775862069
13511,2766.73,60,4,15.611326919042337,15.999999999999996,High Response,20,High Discount Strategy,12.998000000000001,10.398400000000002,623.9040000000001
13512,447.18,276,23,8.05022852087875,11.932938856015781,Positive Response,10,Moderate Discount Strategy,2.4858333333333333,2.23725,617.481
13513,601.79,255,29,9.952331474770993,21.073446327683616,Positive Response,10,Moderate Discount Strategy,2.5603333333333333,2.3043,587.5965
13514,619.49,248,16,11.758800404391895,19.44167497507478,High Response,20,High Discount Strategy,5.06764705882353,4.054117647058824,1005.4211764705883
13515,663.7,138,16,10.294789240172447,10.66799601196411,Positive Response,10,Moderate Discount Strategy,4.132941176470588,3.7196470588235293,513.3112941176471
13516,374.7,129,16,8.983271115216056,22.93120638085743,Positive Response,10,Moderate Discount Strategy,5.194117647058824,4.674705882352941,603.0370588235294
13519,295.85,110,10,9.229814230276302,18.831168831168835,Positive Response,10,Moderate Discount Strategy,2.9127272727272726,2.6214545454545455,288.36
13520,3205.05,1640,111,13.225963313028343,18.203463203463205,High Response,20,High Discount Strategy,4.385357142857143,3.5082857142857145,5753.588571428571
13523,3285.05,602,58,9.475227027368962,23.64263142775065,Positive Response,10,Moderate Discount Strategy,3.8330508474576273,3.4497457627118644,2076.7469491525426
13526,1161.6,1911,43,48.358066161320814,15.641711229946525,High Response,20,High Discount Strategy,1.0329545454545455,0.8263636363636364,1579.1809090909092
13527,2263.53,1053,225,4.575778350809954,23.57279194863786,Positive Response,10,Moderate Discount Strategy,3.0455752212389378,2.741017699115044,2886.2916371681413
13530,2298.93,272,17,13.68018748387016,12.794612794612794,High Response,20,High Discount Strategy,2.0072222222222225,1.605777777777778,436.7715555555556
13531,1237.72,426,67,9.536758225035397,16.849451645064807,Positive Response,10,Moderate Discount Strategy,4.594264705882353,4.134838235294118,1761.4410882352943
13534,1834.92,908,95,9.801361144844346,8.814102564102564,Positive Response,10,Moderate Discount Strategy,2.711145833333333,2.44003125,2215.5483750000003
13535,1850.82,10,0,10.011865665284406,0.0,Positive Response,10,Moderate Discount Strategy,8.95,8.055,80.55
13537,678.05,337,41,8.865831971239013,16.849816849816854,Positive Response,10,Moderate Discount Strategy,3.2404761904761905,2.9164285714285714,982.8364285714285
13538,1762.78,784,116,8.584079255766687,23.214345567286742,Positive Response,10,Moderate Discount Strategy,3.6450427350427352,3.2805384615384616,2571.942153846154
13539,1822.28,390,48,10.10680983140953,24.372189553787617,Positive Response,10,Moderate Discount Strategy,3.977551020408163,3.579795918367347,1396.1204081632652
13540,938.02,189,31,9.627941260619718,22.97794117647059,Positive Response,10,Moderate Discount Strategy,5.5475,4.99275,943.6297500000001
13541,752.25,279,9,30.36181421057052,20.10344827586207,High Response,20,High Discount Strategy,3.502,2.8016,781.6464
13542,3958.54,804,330,4.058399228239062,25.593375853194583,Positive Response,10,Moderate Discount Strategy,5.561480362537765,5.005332326283988,4024.2871903323266
13543,3959.4900000000002,329,46,10.700574900750588,23.866392129947382,Positive Response,10,Moderate Discount Strategy,4.599787234042553,4.139808510638298,1361.997
13544,1439.61,219,159,2.099747477988669,15.195741758241757,Positive Response,10,Moderate Discount Strategy,2.4533125,2.20798125,483.54789375
13545,514.14,252,53,3.953910322926244,18.368606701940035,Positive Response,10,Moderate Discount Strategy,2.5207407407407407,2.268666666666667,571.7040000000001
13546,445.25,230,54,4.250053315147929,15.711598746081503,Positive Response,10,Moderate Discount Strategy,2.3456363636363635,2.1110727272727274,485.5467272727273
13547,465.15,79,43,2.244134127973996,21.88948306595365,Positive Response,10,Moderate Discount Strategy,2.904318181818182,2.6138863636363636,206.49702272727274
13548,221.18,122,60,2.359247251292326,16.158049600672552,Positive Response,10,Moderate Discount Strategy,2.699508196721312,2.4295573770491807,296.40600000000006
13549,223.28,96,7,17.88223189874448,0.0,High Response,20,High Discount Strategy,0.9125,0.73,70.08
13550,332.05,430,41,5.091011822690326,23.688201395207763,Positive Response,10,Moderate Discount Strategy,1.7414285714285715,1.5672857142857144,673.9328571428572
13551,342.55,24,0,7.723494879899785,0.0,Positive Response,10,Moderate Discount Strategy,6.35,5.715,137.16
13552,3183.65,1213,97,12.782171724250544,14.650145772594753,High Response,20,High Discount Strategy,3.3668367346938775,2.693469387755102,3267.178367346939
13553,3208.85,201,88,2.657010696071972,17.683253076511505,Positive Response,10,Moderate Discount Strategy,3.5106741573033706,3.159606741573034,635.0809550561798
13554,1611.65,578,195,3.942799778315983,16.470079557246628,Positive Response,10,Moderate Discount Strategy,4.05954081632653,3.653586734693877,2111.773132653061
13555,4784.11,2126,261,7.755150427239596,19.966725386572715,Positive Response,10,Moderate Discount Strategy,2.9412213740458015,2.6470992366412216,5627.732977099237
13556,4792.96,134,8,10.165561845962015,23.597883597883598,Positive Response,10,Moderate Discount Strategy,2.0655555555555556,1.859,249.106
13557,2435.6,1852,145,10.422791303569886,21.965044874822865,Positive Response,10,Moderate Discount Strategy,2.203287671232877,1.9829589041095892,3672.4398904109594
13559,2448.2,360,1,80.17153028453885,0.0,High Response,20,High Discount Strategy,2.75,2.2,792.0000000000001
13561,1625.84,1042,214,4.315960651752598,18.41014799154334,Positive Response,10,Moderate Discount Strategy,2.274,2.0466,2132.5572
13562,3009.15,846,113,10.76693540064263,27.22842459684565,High Response,20,High Discount Strategy,4.541052631578947,3.632842105263158,3073.3844210526318
13564,15284.85,8497,1158,5.971083287498698,20.11946638348709,Positive Response,10,Moderate Discount Strategy,3.044857635893011,2.74037187230371,23284.939798964624
13565,15310.35,88,21,6.2213196075671355,13.663581927054981,Positive Response,10,Moderate Discount Strategy,2.3104545454545455,2.079409090909091,182.988
13566,814.76,690,196,3.5969637237397225,16.178680203045683,Positive Response,10,Moderate Discount Strategy,1.6871065989847716,1.5183959390862944,1047.6931979695432
13567,1075.09,643,200,2.555741920761945,15.347504899743704,Positive Response,10,Moderate Discount Strategy,2.583233830845771,2.324910447761194,1494.9174179104477
13569,1079.29,232,122,2.2700091769965707,20.96786682152536,Positive Response,10,Moderate Discount Strategy,2.4295934959349594,2.1866341463414636,507.29912195121955
13571,2439.82,1434,332,5.128695540872651,21.021021021021024,Positive Response,10,Moderate Discount Strategy,2.1102102102102105,1.8991891891891894,2723.437297297298
13573,2448.32,345,61,5.888376299490944,15.559204172300559,Positive Response,10,Moderate Discount Strategy,2.7564516129032257,2.4808064516129034,855.8782258064516
13574,614.27,304,90,2.7578943513398633,21.94012883668056,Positive Response,10,Moderate Discount Strategy,2.173626373626374,1.9562637362637365,594.7041758241759
13576,4826.9,1968,152,14.419261719296522,21.237985390234524,High Response,20,High Discount Strategy,3.759738562091503,3.007790849673203,5919.3323921568635
13577,4834.4,870,84,9.778823758860877,10.340874811463049,Positive Response,10,Moderate Discount Strategy,3.456,3.1104,2706.048
13578,1801.68,127,8,4.519941510154935,21.616161616161616,Positive Response,10,Moderate Discount Strategy,1.97,1.773,225.171
13579,1059.4,588,66,9.778952193371323,22.645595551653493,Positive Response,10,Moderate Discount Strategy,3.4725373134328357,3.125283582089552,1837.6667462686567
13580,1072.0,45,4,9.121598724268987,4.848484848484848,Positive Response,10,Moderate Discount Strategy,9.23,8.307,373.815
13581,161.58,89,22,7.204513116586522,20.427064574221767,Positive Response,10,Moderate Discount Strategy,2.103913043478261,1.8935217391304349,168.52343478260872
13582,224.68,106,10,10.721126676825214,16.07843137254902,High Response,20,High Discount Strategy,2.862727272727273,2.2901818181818183,242.75927272727273
13583,658.201,372,42,9.335642238162862,22.612403100775193,Positive Response,10,Moderate Discount Strategy,2.839093023255814,2.5551837209302324,950.5283441860464
13584,664.001,323,55,3.3600979908372177,25.8008658008658,Positive Response,10,Moderate Discount Strategy,1.6724999999999999,1.50525,486.19575
13585,669.42,1386,38,18.782072484412655,12.27106227106227,High Response,20,High Discount Strategy,1.5061538461538462,1.204923076923077,1670.0233846153847
13586,684.54,38,19,4.009602215047838,19.830508474576273,Positive Response,10,Moderate Discount Strategy,3.8395,3.45555,131.3109
13587,943.4,484,21,14.795466254291243,13.751438434982742,High Response,20,High Discount Strategy,2.868181818181818,2.2945454545454544,1110.56
13589,961.1,179,30,9.585284933972481,24.315532664678777,Positive Response,10,Moderate Discount Strategy,7.333548387096775,6.6001935483870975,1181.4346451612905
13590,4336.42,3423,318,7.548477510104464,22.775719578227413,Positive Response,10,Moderate Discount Strategy,2.4600313479623823,2.214028213166144,7578.618573667712
13591,4354.12,365,42,10.486180965659429,21.143082380764685,Positive Response,10,Moderate Discount Strategy,4.62046511627907,4.158418604651163,1517.8227906976745
13593,3473.46,1451,280,5.622172101414596,25.11369805175222,Positive Response,10,Moderate Discount Strategy,3.705978647686833,3.3353807829181497,4839.637516014235
13594,3481.4100000000003,37,6,9.208349310012519,11.138014527845039,Positive Response,10,Moderate Discount Strategy,5.8500000000000005,5.265000000000001,194.805
13595,782.99,341,142,2.457285141385363,16.323676323676324,Positive Response,10,Moderate Discount Strategy,3.0486713286713285,2.743804195804196,935.6372307692308
13597,784.48,231,16,9.819728890360302,17.967914438502675,Positive Response,10,Moderate Discount Strategy,2.2300000000000004,2.0070000000000006,463.61700000000013
13598,594.42,341,56,5.742431845156377,15.270424582165473,Positive Response,10,Moderate Discount Strategy,2.4936842105263155,2.244315789473684,765.3116842105262
13599,4994.16,3200,162,14.39227012444499,19.152720804443316,High Response,20,High Discount Strategy,2.2374233128834353,1.7899386503067483,5727.803680981595
13600,5013.96,275,21,5.549515765578254,18.363636363636363,Positive Response,10,Moderate Discount Strategy,2.565909090909091,2.309318181818182,635.0625000000001
13601,453.62,409,85,2.4882368848881318,23.339075509618144,Positive Response,10,Moderate Discount Strategy,2.573604651162791,2.3162441860465117,947.3438720930233
13602,581.28,271,34,9.052841456746563,19.128329297820823,Positive Response,10,Moderate Discount Strategy,3.4434285714285715,3.099085714285714,839.8522285714286
13604,696.32,242,20,21.39001500616572,18.789346246973366,High Response,20,High Discount Strategy,5.5147619047619045,4.411809523809524,1067.6579047619048
13605,717.62,425,52,5.607378481953668,20.754716981132077,Positive Response,10,Moderate Discount Strategy,1.9281132075471699,1.735301886792453,737.5033018867925
13607,522.67,178,23,8.635008723131984,17.951977401129945,Positive Response,10,Moderate Discount Strategy,4.055833333333333,3.6502499999999998,649.7445
13608,400.3,110,33,3.620118227610463,11.408199643493761,Positive Response,10,Moderate Discount Strategy,2.2661764705882352,2.0395588235294118,224.3514705882353
13609,232.05,19,6,16.0484333642026,28.908554572271385,High Response,20,High Discount Strategy,13.192857142857141,10.554285714285713,200.53142857142856
13610,1012.88,381,183,3.056931014750139,22.139812446717816,Positive Response,10,Moderate Discount Strategy,3.472391304347826,3.1251521739130435,1190.6829782608695
13611,2130.03,1234,153,8.101712512680896,21.80581323438466,Positive Response,10,Moderate Discount Strategy,2.8164935064935066,2.534844155844156,3127.9976883116883
13612,2143.53,444,49,9.312618037470203,20.795061728395062,Positive Response,10,Moderate Discount Strategy,3.3996,3.05964,1358.48016
13613,1022.85,445,58,9.46505961814829,26.494915254237284,Positive Response,10,Moderate Discount Strategy,3.9720338983050847,3.574830508474576,1590.7995762711864
13614,1039.8500000000001,257,68,3.407843601510544,12.394755003450658,Positive Response,10,Moderate Discount Strategy,4.524492753623188,4.07204347826087,1046.5151739130436
13615,5834.84,2721,343,8.813113228519573,24.074694521087903,Positive Response,10,Moderate Discount Strategy,4.682063953488372,4.213857558139535,11465.906415697676
13616,5854.84,172,34,6.1973847595898555,18.18181818181818,Positive Response,10,Moderate Discount Strategy,3.0828571428571427,2.7745714285714285,477.2262857142857
13617,713.07,293,62,5.842682958396202,20.597572362278243,Positive Response,10,Moderate Discount Strategy,3.9533333333333336,3.5580000000000003,1042.4940000000001
13619,734.57,79,44,2.386119182000206,23.407407407407405,Positive Response,10,Moderate Discount Strategy,3.322,2.9898000000000002,236.19420000000002
13620,224.94,74,4,19.443128053571375,28.677966101694913,High Response,20,High Discount Strategy,2.504,2.0032,148.23680000000002
13622,599.55,379,31,10.390069165609939,23.03333333333333,Positive Response,10,Moderate Discount Strategy,3.4603125,3.1142812500000003,1180.3125937500001
13623,1803.42,724,205,4.659261687861104,26.131734247096897,Positive Response,10,Moderate Discount Strategy,3.352815533980582,3.017533980582524,2184.6946019417474
13624,1805.32,820,21,9.638065930005844,28.33822091886608,Positive Response,10,Moderate Discount Strategy,2.7877272727272726,2.508954545454545,2057.342727272727
13625,462.08,144,20,6.4942351216536185,36.72669067627051,Positive Response,10,Moderate Discount Strategy,5.414761904761905,4.873285714285714,701.7531428571428
13626,432.11,189,24,9.75734568850359,22.25084745762712,Positive Response,10,Moderate Discount Strategy,4.9336,4.44024,839.20536
13627,591.83,363,36,9.1018210487643,20.63882063882064,Positive Response,10,Moderate Discount Strategy,3.078108108108108,2.7702972972972972,1005.6179189189189
13628,607.43,106,15,12.612193221915682,28.92241379310345,High Response,20,High Discount Strategy,4.135625,3.3085000000000004,350.701
13629,5473.5,3350,27,55.86647634703394,0.0,High Response,20,High Discount Strategy,1.6835714285714285,1.346857142857143,4511.971428571429
13632,5578.5,602,74,9.58797012306661,19.959322033898307,Positive Response,10,Moderate Discount Strategy,3.6925333333333334,3.32328,2000.61456
13634,3454.12,1390,259,5.998073756506453,21.15804195804196,Positive Response,10,Moderate Discount Strategy,3.7854615384615387,3.406915384615385,4735.612384615385
13635,3486.41,1207,99,10.93073743239804,23.666666666666664,High Response,20,High Discount Strategy,2.2248,1.77984,2148.26688
13639,1928.13,197,18,9.549344329973847,10.940988835725676,Positive Response,10,Moderate Discount Strategy,1.9194736842105262,1.7275263157894736,340.3226842105263
13640,315.0,108,3,30.300481480851076,0.0,High Response,20,High Discount Strategy,3.75,3.0,324.0
13641,978.12,1098,43,12.362691293893102,30.206611570247933,High Response,20,High Discount Strategy,3.4640909090909093,2.7712727272727276,3042.857454545455
13642,1016.47,80,47,2.1842675121481228,14.974747474747474,Positive Response,10,Moderate Discount Strategy,2.422708333333333,2.1804374999999996,174.43499999999997
13643,1620.83,629,73,10.834309851146205,19.162692103868572,High Response,20,High Discount Strategy,4.339324324324324,3.4714594594594597,2183.5480000000002
13646,1637.33,79,57,2.6192054524894868,19.24137931034483,Positive Response,10,Moderate Discount Strategy,4.406034482758621,3.9654310344827586,313.2690517241379
13647,1373.66,908,60,11.110648706207105,18.152011922503725,High Response,20,High Discount Strategy,3.2481967213114755,2.5985573770491808,2359.4900983606562
13648,1755.52,960,105,9.906272429905865,27.368084425967382,Positive Response,10,Moderate Discount Strategy,2.9039622641509433,2.613566037735849,2509.023396226415
13649,1764.02,710,99,8.327814614384879,24.162711864406777,Positive Response,10,Moderate Discount Strategy,3.7532,3.37788,2398.2948
13650,1420.06,824,75,10.000235927480134,24.624060150375943,Positive Response,10,Moderate Discount Strategy,3.2157894736842105,2.8942105263157893,2384.8294736842104
13651,1451.66,29,7,9.336385190708162,25.859598853868196,Positive Response,10,Moderate Discount Strategy,8.80625,7.925625,229.84312500000001
13652,1460.47,992,95,9.822281998151363,24.88095238095238,Positive Response,10,Moderate Discount Strategy,2.5504166666666666,2.295375,2277.0119999999997
13653,1475.77,72,8,9.324980044054634,0.0,Positive Response,10,Moderate Discount Strategy,2.783333333333333,2.505,180.35999999999999
13654,3575.47,2580,162,11.597410667709479,22.643614054657,High Response,20,High Discount Strategy,2.0530674846625767,1.6424539877300615,4237.531288343558
13655,3600.67,620,62,10.346652457598472,25.6120527306968,Positive Response,10,Moderate Discount Strategy,3.3944444444444444,3.055,1894.1000000000001
13656,1347.54,372,37,10.301449664269725,15.775978407557357,Positive Response,10,Moderate Discount Strategy,2.8923684210526317,2.6031315789473686,968.3649473684211
13658,3332.78,1152,128,9.945017564342493,22.12919896640827,Positive Response,10,Moderate Discount Strategy,4.44984496124031,4.00486046511628,4613.599255813954
13659,3386.33,1645,170,9.45786979384785,26.82949203073042,Positive Response,10,Moderate Discount Strategy,3.972573099415204,3.575315789473684,5881.39447368421
13660,3321.68,136,39,4.4470783954721735,32.56565656565657,Positive Response,10,Moderate Discount Strategy,4.9305,4.43745,603.4932
13661,307.54,118,16,9.249341146308534,15.074775672981058,Positive Response,10,Moderate Discount Strategy,4.0452941176470585,3.640764705882353,429.6102352941176
13662,1337.5,636,83,8.57468468054569,22.590799031476998,Positive Response,10,Moderate Discount Strategy,4.3689285714285715,3.9320357142857145,2500.7747142857143
13663,1828.3400000000001,802,85,10.230439383556773,24.816712652739454,Positive Response,10,Moderate Discount Strategy,3.732325581395349,3.3590930232558143,2693.992604651163
13665,1858.04,1652,105,10.658858800685996,23.07032590051458,Positive Response,10,Moderate Discount Strategy,2.0283018867924527,1.8254716981132075,3015.6792452830186
13666,1711.66,13,6,4.187545420946473,16.806722689075627,Positive Response,10,Moderate Discount Strategy,4.178571428571429,3.760714285714286,48.88928571428572
13668,6611.610000000001,2374,292,12.947330425784388,19.382194712789957,High Response,20,High Discount Strategy,4.066860068259385,3.2534880546075082,7723.780641638225
13669,6638.650000000001,156,4,17.71029421771771,0.0,High Response,20,High Discount Strategy,1.25,1.0,156.0
13671,195.0,95,63,2.01775081682979,14.488636363636362,Positive Response,10,Moderate Discount Strategy,1.93203125,1.7388281250000002,165.188671875
13672,206.53,81,11,9.594412105166588,17.25988700564972,Positive Response,10,Moderate Discount Strategy,3.4075,3.0667500000000003,248.40675000000002
13674,233.53,102,13,9.709823692456675,18.789346246973366,Positive Response,10,Moderate Discount Strategy,4.1778571428571425,3.7600714285714285,383.5272857142857
13676,240.68,104,12,10.320749326827613,19.817470664928294,Positive Response,10,Moderate Discount Strategy,3.8346153846153848,3.4511538461538462,358.92
13677,549.29,217,105,2.3764870517375987,17.842283502660862,Positive Response,10,Moderate Discount Strategy,3.4912264150943395,3.1421037735849056,681.8365188679245
13679,551.24,102,49,2.6264409024101565,20.8,Positive Response,10,Moderate Discount Strategy,2.9604000000000004,2.6643600000000003,271.76472
13680,7692.6,3310,451,7.9621519623933805,16.40328697850822,Positive Response,10,Moderate Discount Strategy,2.911570796460177,2.6204137168141597,8673.569402654868
13683,7700.55,180,9,12.537897261127082,12.8,High Response,20,High Discount Strategy,1.73,1.3840000000000001,249.12000000000003
13684,528.8,196,78,2.9639986562066545,10.995431053853645,Positive Response,10,Moderate Discount Strategy,2.4256962025316455,2.183126582278481,427.8928101265823
13686,529.75,308,25,9.81350997657712,23.36870026525199,Positive Response,10,Moderate Discount Strategy,1.581923076923077,1.4237307692307692,438.5090769230769
13687,11872.2,87167,44,1237.6556772798049,16.239316239316242,High Response,20,High Discount Strategy,0.15133333333333335,0.12106666666666668,10553.018133333335
13688,11880.84,130,4,34.163113393196305,28.346456692913385,High Response,20,High Discount Strategy,4.55,3.64,473.2
13689,375.5,210,2,27.2645865056523,0.0,High Response,20,High Discount Strategy,1.75,1.4000000000000001,294.0
13691,349.5,145,53,3.0404967206998794,12.207407407407409,Positive Response,10,Moderate Discount Strategy,2.1038888888888887,1.8935,274.5575
13692,1442.48,875,42,21.3262860755023,1.9933554817275747,High Response,20,High Discount Strategy,2.0869767441860465,1.6695813953488372,1460.8837209302326
13693,1994.1200000000001,880,105,9.540534823615975,23.23313079629038,Positive Response,10,Moderate Discount Strategy,4.17877358490566,3.7608962264150945,3309.588679245283
13694,131383.19,125893,956,111.68657739993773,20.930407523510972,High Response,20,High Discount Strategy,1.7224973876698015,1.3779979101358413,173480.29090073146
13695,131443.19,188,5,18.426030103493378,9.333333333333334,High Response,20,High Discount Strategy,1.24,0.992,186.496
13696,1932.8,552,23,23.74496007656325,25.212121212121215,High Response,20,High Discount Strategy,4.635833333333333,3.708666666666667,2047.184
