StockCode,Year,Month,AvgPrice,TotalQuantity,TotalRevenue,Transactions,Countries
21385,2011,7,0.85,170,144.5,13,2
21385,2011,8,0.85,113,96.05,7,1
21385,2011,9,0.91,190,163.05999999999997,13,1
21385,2011,10,0.8958823529411765,232,197.98,17,1
21385,2011,11,0.9057142857142857,110,94.28,14,1
21385,2011,12,0.85,42,35.7,5,1
21386,2010,1,0.85,28,23.799999999999997,2,1
21386,2010,2,0.85,92,78.19999999999999,8,1
21386,2010,3,0.8431578947368421,171,142.23,18,2
21386,2010,6,0.85,24,20.4,1,1
21386,2010,7,0.85,12,10.2,1,1
21386,2010,9,0.85,32,27.2,3,1
21386,2010,10,0.85,25,21.25,2,1
21386,2010,11,0.85,24,20.4,1,1
21386,2010,12,0.85,12,10.2,1,1
21386,2011,1,0.85,24,20.4,1,1
21386,2011,2,0.85,50,42.5,4,2
21386,2011,3,0.85,53,45.05,7,1
21386,2011,4,0.85,46,39.099999999999994,6,2
21386,2011,6,0.19,118,22.42,7,1
21386,2011,7,0.19,76,14.440000000000001,4,1
21386,2011,8,0.19,24,4.5600000000000005,1,1
21386,2011,9,0.19,24,4.5600000000000005,1,1
21386,2011,10,0.19,110,20.900000000000002,7,2
21386,2011,11,0.19,76,14.440000000000001,5,1
21386,2011,12,0.19,76,14.44,2,1
21387,2010,2,0.85,23,19.549999999999997,3,1
21387,2010,3,0.85,2,1.7,1,1
21388,2009,12,0.85,22,18.7,3,1
21388,2010,1,0.85,81,68.85,9,1
21388,2010,2,0.85,172,146.2,14,1
21388,2010,3,0.85,12,10.2,1,1
21389,2009,12,0.85,61,51.849999999999994,5,1
21389,2010,1,0.85,133,113.05,10,1
21389,2010,2,0.8499999999999999,134,113.89999999999999,13,2
21389,2010,3,0.8456666666666667,304,255.27999999999997,30,1
21389,2010,4,0.85,77,65.45,7,1
21389,2010,5,0.85,68,57.8,4,1
21389,2010,6,0.85,91,77.35,6,1
21389,2010,7,0.85,50,42.5,5,1
21389,2010,8,0.85,58,49.3,5,1
21389,2010,9,0.85,61,51.849999999999994,7,1
21389,2010,10,0.85,22,18.7,3,1
21389,2010,11,0.85,79,67.14999999999999,5,1
21389,2010,12,0.85,14,11.899999999999999,3,2
21389,2011,1,0.85,170,144.5,9,1
21389,2011,2,0.85,154,130.89999999999998,11,3
21389,2011,3,0.85,308,261.8,32,2
21389,2011,4,0.85,153,130.05,17,1
21389,2011,5,0.85,43,36.55,4,1
21389,2011,6,0.85,24,20.4,2,1
21389,2011,7,0.85,44,37.4,3,1
21389,2011,8,0.85,33,28.049999999999997,3,1
21389,2011,9,0.85,30,25.5,3,1
21389,2011,10,0.85,6,5.1,1,1
21389,2011,11,0.85,22,18.7,4,1
21389,2011,12,0.85,14,11.899999999999999,2,2
21390,2009,12,1.2364285714285714,501,571.53,14,3
21390,2010,1,1.2455813953488373,955,1139.03,43,2
21390,2010,2,1.25,523,653.75,24,2
21390,2010,3,1.2359259259259259,775,909.47,27,2
21390,2010,4,1.2438709677419355,591,734.19,29,1
21390,2010,5,1.2432142857142858,463,574.19,25,3
21390,2010,6,1.2432142857142858,727,854.03,27,2
21390,2010,7,1.25,479,598.75,24,1
21390,2010,8,1.25,605,756.25,26,2
21390,2010,9,1.2426923076923078,523,640.07,24,2
21390,2010,10,1.25,382,477.5,22,3
21390,2010,11,1.25,320,400.0,23,1
21390,2010,12,1.25,154,192.5,7,2
21390,2011,1,1.25,211,263.75,11,1
21390,2011,2,1.2341666666666666,476,540.28,12,2
21390,2011,3,1.25,451,563.75,20,2
21390,2011,4,1.231,192,235.44,10,1
21390,2011,5,1.25,233,291.25,17,2
21390,2011,6,1.25,273,341.25,18,2
21390,2011,7,1.2373333333333332,305,376.69,15,1
21390,2011,8,1.25,192,240.0,13,1
21390,2011,9,1.2207692307692308,630,719.1,13,2
21390,2011,10,1.3427272727272728,439,495.24000000000007,11,2
21390,2011,11,1.3652380952380954,178,226.13,21,1
21390,2011,12,1.25,44,55.0,6,1
21391,2009,12,2.1,24,50.400000000000006,4,1
21391,2010,1,2.1,9,18.900000000000002,3,1
21391,2010,2,2.1,50,105.0,5,1
21391,2010,3,2.1,25,52.50000000000001,7,1
21391,2010,4,2.1,50,105.00000000000001,8,2
21391,2010,5,2.1,12,25.200000000000003,3,1
21391,2010,6,2.1,21,44.10000000000001,4,2
21391,2010,7,2.1,39,81.9,6,1
21391,2010,8,2.1,21,44.10000000000001,5,1
21391,2010,10,2.1,51,107.10000000000001,8,3
21391,2010,11,2.1,25,52.50000000000001,4,2
21391,2010,12,2.1,3,6.300000000000001,1,1
21391,2011,1,2.1,6,12.600000000000001,1,1
21391,2011,2,2.1,19,39.900000000000006,3,1
21391,2011,3,2.1,48,100.80000000000001,6,1
21391,2011,4,2.1,12,25.200000000000003,2,2
21391,2011,5,2.1,3,6.300000000000001,1,1
21391,2011,6,0.75,438,328.5,24,2
21391,2011,7,0.75,192,144.0,14,2
21391,2011,8,0.75,201,150.75,14,2
21391,2011,9,0.75,33,24.75,5,1
21391,2011,10,0.75,9,6.75,3,1
21391,2011,11,0.75,1,0.75,1,1
21392,2009,12,2.1,12,25.200000000000003,2,1
21392,2010,1,2.1,18,37.800000000000004,2,2
21392,2010,2,2.1,19,39.900000000000006,4,3
21392,2010,3,2.1,61,128.10000000000002,6,4
21392,2010,5,1.925,18,33.6,2,2
21392,2010,6,2.1,24,50.400000000000006,4,3
21392,2010,8,1.4433333333333334,3660,499.44,3,3
21392,2010,9,1.115,3654,486.84000000000003,2,2
21392,2010,10,2.1,15,31.500000000000004,3,2
21392,2010,11,2.1,13,27.300000000000004,3,2
21392,2010,12,2.1,15,31.500000000000004,3,2
21392,2011,3,0.38999999999999996,17,6.63,3,1
21393,2010,1,2.1,18,37.800000000000004,2,2
21393,2010,2,2.1,19,39.900000000000006,4,3
21393,2010,3,2.1,55,115.50000000000001,5,3
21393,2010,5,2.1,12,25.200000000000003,2,2
21393,2010,6,2.1,30,63.00000000000001,5,3
21393,2010,7,2.1,24,50.400000000000006,2,1
21393,2010,8,1.4433333333333334,2508,349.68,3,3
21393,2010,9,1.115,2502,337.08000000000004,2,2
21393,2010,10,2.1,9,18.900000000000002,2,2
21393,2010,11,2.1,30,63.00000000000001,4,2
21393,2010,12,2.1,16,33.6,4,1
21393,2011,3,0.38999999999999996,13,5.07,3,1
21394,2010,1,1.95,6,11.7,1,1
21394,2010,2,1.95,7,13.649999999999999,2,1
21394,2010,3,1.95,18,35.099999999999994,2,2
21394,2010,4,1.95,4,7.8,2,1
21394,2010,5,1.95,8,15.6,2,2
21394,2010,6,1.95,12,23.4,2,2
21394,2010,7,1.95,24,46.8,4,2
21394,2010,8,1.95,6,11.7,1,1
21394,2010,10,1.65,48,79.19999999999999,1,1
21394,2010,11,1.95,6,11.7,1,1
21394,2010,12,1.95,6,11.7,1,1
21394,2011,3,0.702,342,170.82,10,5
21394,2011,4,0.39,642,250.38,17,3
21394,2011,5,0.39,524,204.35999999999999,16,4
21394,2011,6,0.39,674,262.86,17,4
21394,2011,7,0.39,565,220.35,16,3
21394,2011,8,0.39,587,228.92999999999998,15,1
21394,2011,9,0.4726666666666667,439,172.45,15,4
21394,2011,10,0.38999999999999996,15,5.85,3,1
21394,2011,11,0.39,28,10.92,4,2
21395,2009,12,1.95,1,1.95,1,1
21395,2010,1,1.95,6,11.7,1,1
21395,2010,2,1.95,13,25.349999999999998,3,2
21395,2010,3,1.95,12,23.4,1,1
21395,2010,4,1.95,4,7.8,2,1
21395,2010,5,1.95,14,27.299999999999997,3,3
21395,2010,6,1.95,22,42.9,3,2
21395,2010,7,1.95,24,46.8,4,2
21395,2010,8,1.95,6,11.7,1,1
21395,2010,10,1.95,18,35.099999999999994,2,2
21395,2010,11,1.95,6,11.7,1,1
21395,2011,3,0.39,362,141.18,9,4
21395,2011,4,0.38999999999999996,491,191.48999999999998,12,3
21395,2011,5,0.39,326,127.13999999999999,9,3
21395,2011,6,0.39,478,186.42,14,4
21395,2011,7,0.39,655,255.45,18,3
21395,2011,8,0.39,471,183.69,11,1
21395,2011,10,0.38999999999999996,15,5.85,3,1
21395,2011,11,0.39,8,3.12,2,1
21396,2009,12,1.2341666666666666,244,286.76,12,3
21396,2010,1,1.25,242,302.5,21,3
21396,2010,2,1.228888888888889,161,183.01,8,4
21396,2010,3,1.2364285714285714,237,278.01,14,3
21396,2010,4,1.25,8,10.0,1,1
21396,2010,5,1.25,17,21.25,2,1
21397,2009,12,1.25,37,46.25,5,1
21397,2010,1,1.25,102,127.5,8,1
21397,2010,2,1.25,177,221.25,14,3
21397,2010,3,1.25,125,156.25,13,4
21397,2010,4,1.2025000000000001,158,170.14000000000001,4,2
21397,2010,5,1.25,42,52.5,4,1
21397,2010,6,1.25,36,45.0,3,1
21397,2010,7,1.25,48,60.0,5,1
21397,2010,8,1.25,41,51.25,5,1
21397,2010,9,1.1866666666666668,160,172.64000000000001,3,2
21397,2010,10,1.25,2,2.5,1,1
21397,2010,11,1.25,68,85.0,7,1
21397,2010,12,1.25,12,15.0,1,1
21397,2011,1,1.25,9,11.25,3,1
21397,2011,2,1.25,36,45.0,3,1
21397,2011,3,0.39,729,284.31,26,3
21397,2011,4,0.39,230,89.69999999999999,11,1
21398,2009,12,1.96875,229,413.70000000000005,8,3
21398,2010,1,2.1,19,39.900000000000006,3,2
21398,2010,2,1.925,156,277.2,4,3
21398,2010,3,2.0611111111111113,136,252.0,9,4
21398,2010,4,2.1,6,12.600000000000001,1,1
21398,2010,5,1.9833333333333334,24,46.2,3,1
21398,2010,6,2.1,27,56.7,5,2
21398,2010,7,2.1,12,25.200000000000003,2,1
21398,2010,8,2.1,23,48.300000000000004,4,2
21398,2010,9,2.1,54,113.4,4,2
21398,2010,10,2.1,36,75.60000000000001,4,1
21398,2010,11,2.1,12,25.200000000000003,1,1
21398,2010,12,2.1,15,31.500000000000004,4,2
21398,2011,1,2.1,6,12.600000000000001,1,1
21398,2011,2,2.1,13,27.300000000000004,3,1
21398,2011,3,0.39,779,303.81,22,3
21398,2011,4,0.39,686,267.53999999999996,19,2
21399,2009,12,1.925,104,184.8,4,1
21399,2010,1,2.1,7,14.700000000000001,2,1
21399,2010,2,2.1,6,12.600000000000001,1,1
21399,2010,3,2.1,15,31.500000000000004,3,2
21399,2010,5,2.1,6,12.600000000000001,1,1
21399,2010,6,2.1,20,42.0,4,2
21399,2010,7,2.1,36,75.60000000000001,5,2
21399,2010,8,2.1,9,18.900000000000002,2,2
21399,2010,9,2.1,24,50.400000000000006,3,3
21399,2010,10,2.1,42,88.20000000000002,5,1
21399,2010,11,2.1,36,75.60000000000001,3,1
21399,2010,12,2.1,6,12.600000000000001,3,1
21399,2011,2,2.1,13,27.300000000000004,3,1
21399,2011,3,0.38999999999999996,728,283.91999999999996,21,4
21399,2011,4,0.39,842,328.38,22,1
21399,2011,5,0.38999999999999996,438,170.82,12,2
21399,2011,6,0.39,8,3.12,1,1
21400,2009,12,0.42,1,0.42,1,1
21400,2010,1,0.42,3,1.26,1,1
21400,2010,2,0.42,24,10.08,1,1
21400,2010,5,0.42,24,10.08,2,2
21400,2010,6,0.42,24,10.08,1,1
21400,2010,8,0.42,30,12.6,2,1
21400,2010,10,0.42,21,8.82,3,2
21400,2010,11,0.42,63,26.46,4,1
21400,2010,12,0.42,2,0.84,1,1
21400,2011,1,0.42,12,5.04,1,1
21400,2011,2,0.42,6,2.52,1,1
21400,2011,3,0.12,120,14.399999999999999,5,1
21400,2011,4,0.12,27,3.2399999999999998,2,1
21400,2011,5,0.12,48,5.76,2,1
21400,2011,6,0.12,56,6.72,4,1
21400,2011,7,0.12,150,18.0,7,1
21400,2011,8,0.12,108,12.959999999999999,5,1
21400,2011,9,0.12,111,13.32,6,1
21400,2011,10,0.18666666666666665,105,14.1,9,1
21400,2011,11,0.195,87,12.24,4,1
21400,2011,12,0.12,5,0.6,1,1
21401,2009,12,0.42,1,0.42,1,1
21401,2010,1,0.42,1,0.42,1,1
21401,2010,2,0.42,60,25.2,3,2
21401,2010,3,0.42,25,10.5,2,1
21401,2010,4,0.42,4,1.68,2,1
21401,2010,5,0.42,29,12.18,2,2
21401,2010,6,0.42,25,10.5,2,2
21401,2010,7,0.42,36,15.120000000000001,2,2
21401,2010,8,0.42,63,26.46,3,2
21401,2010,9,0.42,12,5.04,1,1
21401,2010,10,0.42,16,6.72,6,2
21401,2010,11,0.42,106,44.52,8,2
21401,2010,12,0.42,13,5.46,3,1
21401,2011,1,0.42,12,5.04,1,1
21401,2011,3,0.14727272727272725,220,30.0,11,3
21401,2011,4,0.12,76,9.12,4,2
21401,2011,5,0.12,54,6.4799999999999995,3,1
21401,2011,6,0.12,51,6.119999999999999,3,1
21401,2011,7,0.12,174,20.88,8,2
21401,2011,8,0.12,96,11.52,4,1
21401,2011,9,0.12,131,15.719999999999999,6,2
21401,2011,10,0.12,89,10.68,8,1
21401,2011,11,0.12,62,7.4399999999999995,4,1
21401,2011,12,0.12,32,3.84,3,1
21402,2009,12,0.42,25,10.5,3,2
21402,2010,1,0.42,39,16.38,4,1
21402,2010,2,0.42,76,31.92,8,1
21402,2010,3,0.42000000000000004,28,11.76,5,2
21402,2010,4,0.42000000000000004,7,2.94,5,1
21402,2010,5,0.42,6,2.52,2,1
21402,2010,6,0.42,36,15.120000000000001,2,2
21402,2010,7,0.42,12,5.04,2,1
21402,2010,8,0.42,18,7.5600000000000005,3,1
21402,2010,9,0.42,12,5.04,1,1
21402,2010,10,0.42,16,6.72,3,1
21402,2010,11,0.42,24,10.08,3,1
21402,2011,3,0.12,243,29.159999999999997,12,3
21402,2011,4,0.12,55,6.6,4,1
21402,2011,5,0.12,120,14.399999999999999,4,1
21402,2011,6,0.12,150,18.0,5,2
21402,2011,7,0.12,175,21.0,6,1
21402,2011,8,0.12,126,15.12,6,4
21402,2011,9,0.12,152,18.24,6,2
21402,2011,10,0.16285714285714284,67,8.64,7,2
21402,2011,11,0.11999999999999998,202,24.24,11,3
21403,2009,12,0.42,14,5.88,2,1
21403,2010,1,0.42,12,5.04,1,1
21403,2010,2,0.42,94,39.480000000000004,7,1
21403,2010,3,0.42000000000000004,28,11.76,5,2
21403,2010,4,0.42,3,1.26,2,1
21403,2010,5,0.42,49,20.58,3,2
21403,2010,6,0.42000000000000004,74,31.08,5,2
21403,2010,7,0.42,36,15.120000000000001,3,2
21403,2010,8,0.42000000000000004,69,28.98,5,2
21403,2010,10,0.42,6,2.52,2,1
21403,2010,11,0.42,48,20.16,2,2
21403,2010,12,0.42,48,20.16,1,1
21403,2011,1,0.36,144,51.839999999999996,1,1
21403,2011,2,0.42,12,5.04,1,1
21403,2011,3,0.11999999999999998,225,27.0,11,3
21403,2011,4,0.12000000000000001,168,20.16,9,2
21403,2011,5,0.12,72,8.64,3,1
21403,2011,6,0.12,142,17.04,6,2
21403,2011,7,0.12,251,30.12,10,2
21403,2011,8,0.12,171,20.52,8,3
21403,2011,9,0.12,153,18.36,7,3
21403,2011,10,0.12,62,7.4399999999999995,5,2
21403,2011,11,0.12,267,32.04,8,4
21403,2011,12,0.12,3,0.36,1,1
21407,2009,12,4.238636363636363,131,548.75,43,2
21407,2010,1,4.1911764705882355,97,388.25,17,1
21407,2010,2,4.25,38,161.5,16,2
21407,2010,3,4.184782608695652,109,431.25,23,1
21407,2010,4,4.216666666666667,49,200.25,15,1
21407,2010,5,4.21875,61,251.25,16,2
21407,2010,6,4.204545454545454,43,174.75,11,1
21407,2010,7,4.25,38,161.5,12,1
21407,2010,8,4.197368421052632,84,341.0,19,2
21407,2010,9,4.25,18,76.5,8,1
21407,2010,10,4.198275862068965,126,501.0,29,3
21407,2010,11,4.1923076923076925,101,405.25,26,2
21407,2010,12,4.25,17,72.25,10,2
21407,2011,1,4.1875,34,136.5,8,1
21407,2011,2,4.25,28,119.0,13,1
21407,2011,3,4.1875,32,128.0,8,1
21407,2011,5,4.25,17,72.25,8,1
21407,2011,6,4.25,12,51.0,5,1
21407,2011,7,4.25,12,51.0,6,1
21407,2011,8,4.25,19,80.75,8,1
21407,2011,9,4.216666666666667,46,187.5,15,3
21407,2011,10,4.25,12,51.0,9,1
21407,2011,11,3.9375,4,15.75,4,1
21408,2009,12,4.25,7,29.75,3,1
21408,2010,1,4.15,22,85.5,5,2
21408,2010,2,4.25,8,34.0,5,1
21408,2010,3,4.1875,90,347.5,8,1
21408,2010,4,4.25,5,21.25,2,1
21408,2010,5,4.25,17,72.25,7,2
21408,2010,6,4.25,14,59.5,6,1
21408,2010,7,4.25,18,76.5,8,1
21408,2010,8,3.7960000000000003,107,236.82999999999998,5,1
21408,2010,9,4.25,11,46.75,5,1
21408,2010,10,4.25,46,195.5,14,5
21408,2010,11,4.25,14,59.5,6,1
21408,2010,12,4.25,8,34.0,4,1
21408,2011,1,4.25,1,4.25,1,1
21408,2011,2,4.25,16,68.0,6,2
21408,2011,3,4.25,4,17.0,1,1
21408,2011,4,4.25,4,17.0,2,1
21408,2011,5,4.25,7,29.75,3,2
21408,2011,6,4.25,5,21.25,2,1
21408,2011,7,4.25,8,34.0,4,1
21408,2011,8,4.25,17,72.25,6,3
21408,2011,9,4.827142857142857,15,71.83,7,1
21408,2011,10,4.755,18,88.62,8,1
21408,2011,11,4.755,19,88.83,8,2
21408,2011,12,2.4376923076923074,99,205.73,13,2
21409,2010,1,4.25,1,4.25,1,1
21410,2009,12,4.075,53,169.25,10,1
21410,2010,1,4.25,10,42.5,4,2
21410,2010,2,4.25,15,63.75,7,1
21410,2010,3,4.25,27,114.75,15,1
21410,2010,4,4.25,19,80.75,12,2
21410,2010,5,4.25,11,46.75,6,2
21410,2010,6,4.25,21,89.25,9,3
21410,2010,7,4.25,22,93.5,9,2
21410,2010,8,4.25,17,72.25,8,1
21410,2010,9,4.25,21,89.25,9,2
21410,2010,10,4.2,37,149.25,10,3
21410,2010,11,4.25,6,25.5,2,1
21411,2009,12,4.127777777777777,166,580.7,36,2
21411,2010,1,4.2243589743589745,140,579.0,39,2
21411,2010,2,4.1731428571428575,137,512.17,35,2
21411,2010,3,4.1659375,200,744.9200000000001,32,2
21411,2010,4,4.161052631578947,113,372.09000000000003,19,2
21411,2010,5,4.25,61,259.25,23,2
21411,2010,6,4.25,74,314.5,27,2
21411,2010,7,4.25,56,238.0,21,2
21411,2010,8,4.228260869565218,70,289.5,21,2
21411,2010,9,4.25,47,199.75,18,2
21411,2010,10,4.25,77,327.25,23,3
21411,2010,11,4.2155172413793105,88,358.0,28,1
21411,2010,12,4.25,46,195.5,12,2
21411,2011,1,4.21875,59,242.75,16,1
21411,2011,2,4.25,33,140.25,12,3
21411,2011,3,4.25,13,55.25,6,2
21411,2011,4,4.25,25,106.25,8,2
21411,2011,5,4.25,18,76.5,8,1
21411,2011,6,4.25,18,76.5,8,2
21411,2011,7,4.25,35,148.75,13,1
21411,2011,8,4.25,26,110.5,12,3
21411,2011,9,4.25,37,157.25,12,1
21411,2011,10,4.629,46,202.07999999999998,20,3
21411,2011,11,4.3975,69,289.79,23,4
21411,2011,12,2.126111111111111,289,569.89,35,2
21412,2009,12,1.1836363636363636,47,33.18,11,1
21412,2010,1,0.42,11,4.62,1,1
21412,2010,7,0.42,9,3.78,1,1
21412,2010,9,0.42,24,10.08,5,1
21412,2010,10,0.42,81,34.02,11,3
21412,2010,11,0.42,61,25.62,13,2
21413,2009,12,1.25,1,1.25,1,1
21413,2010,1,1.25,18,22.5,5,1
21413,2010,2,1.25,11,13.75,3,1
21413,2010,3,1.25,15,18.75,2,1
21413,2010,5,0.9625,2993,885.85,4,1
21413,2010,6,1.25,14,17.5,2,1
21413,2010,7,1.25,38,47.5,4,1
21413,2010,10,1.25,7,8.75,2,1
21413,2010,11,1.25,1,1.25,1,1
21413,2010,12,1.25,1,1.25,1,1
21413,2011,1,1.25,19,23.75,3,1
21413,2011,3,1.25,3,3.75,2,1
21413,2011,4,1.25,1,1.25,1,1
21413,2011,5,1.25,4,5.0,1,1
21413,2011,9,1.25,4,5.0,1,1
21413,2011,11,1.25,4,5.0,1,1
21414,2009,12,2.1,6,12.600000000000001,1,1
21414,2010,2,2.1,31,65.10000000000001,4,2
21414,2010,4,2.1,6,12.600000000000001,1,1
21414,2010,5,0.36,1500,540.0,1,1
21414,2010,6,2.1,1,2.1,1,1
21414,2010,7,2.1,53,111.30000000000001,7,2
21414,2010,9,2.1,2,4.2,2,1
21414,2010,10,2.1,12,25.200000000000003,1,1
21414,2010,11,2.1,2,4.2,1,1
21414,2011,2,2.1,1,2.1,1,1
21415,2009,12,2.1,1,2.1,1,1
21415,2010,1,2.1,6,12.600000000000001,1,1
21415,2010,2,2.1,1,2.1,1,1
21415,2010,3,2.1,2,4.2,1,1
21415,2010,4,2.1,7,14.700000000000001,2,1
21415,2010,5,1.9633333333333336,15,26.580000000000002,3,1
21415,2010,6,1.895,13,22.380000000000003,2,1
21415,2010,7,2.1,24,50.400000000000006,3,2
21415,2010,8,2.1,21,44.1,5,1
21415,2010,9,2.1,1,2.1,1,1
21415,2010,10,2.1,8,16.8,3,1
21415,2010,11,2.1,19,39.900000000000006,3,2
21415,2010,12,2.1,2,4.2,1,1
21415,2011,1,2.1,19,39.900000000000006,5,1
21415,2011,2,2.1,11,23.1,3,1
21415,2011,3,2.1,12,25.200000000000003,2,1
21415,2011,5,2.1,1,2.1,1,1
21415,2011,7,2.1,22,46.2,4,1
21415,2011,8,2.1,24,50.400000000000006,3,1
21415,2011,9,2.1,36,75.60000000000001,3,1
21415,2011,10,2.1,24,50.400000000000006,2,1
21415,2011,11,2.1,14,29.400000000000002,3,2
21415,2011,12,0.79,37,29.23,3,1
21416,2009,12,3.75,1,3.75,1,1
21416,2010,1,3.75,2,7.5,2,1
21416,2010,2,3.75,1,3.75,1,1
21416,2010,3,3.75,9,33.75,2,2
21416,2010,5,2.72,723,486.45000000000005,2,1
21416,2010,6,3.75,1,3.75,1,1
21416,2010,8,3.75,1,3.75,1,1
21416,2010,9,3.75,1,3.75,1,1
21416,2010,10,3.75,2,7.5,2,1
21416,2010,12,3.75,1,3.75,1,1
21416,2011,1,3.75,3,11.25,2,1
21416,2011,3,3.75,1,3.75,1,1
21417,2009,12,2.1,3,6.300000000000001,2,1
21417,2010,3,2.1,31,65.10000000000001,3,2
21417,2010,4,2.1,13,27.300000000000004,3,1
21417,2010,5,2.0375,14,27.900000000000002,4,1
21417,2010,6,2.1,6,12.600000000000001,2,1
21417,2010,7,2.1,36,75.60000000000001,6,1
21417,2010,8,2.1,19,39.900000000000006,3,1
21417,2010,10,2.1,6,12.600000000000001,1,1
21417,2010,11,2.1,7,14.700000000000001,2,1
21417,2010,12,2.1,1,2.1,1,1
21417,2011,1,2.1,3,6.300000000000001,1,1
21417,2011,2,2.1,6,12.600000000000001,1,1
21417,2011,3,2.1,26,54.60000000000001,5,1
21417,2011,5,2.1,8,16.8,2,1
21417,2011,6,2.1,18,37.800000000000004,2,1
21417,2011,7,2.1,20,42.0,4,1
21417,2011,8,2.1,12,25.200000000000003,2,1
21417,2011,9,2.1,36,75.6,2,1
21417,2011,10,2.1,6,12.600000000000001,1,1
21417,2011,11,2.1,11,23.1,3,1
21417,2011,12,0.79,142,112.18,8,1
21418,2009,12,2.55,12,30.599999999999998,4,1
21418,2010,1,2.55,7,17.849999999999998,2,2
21418,2010,2,2.55,6,15.299999999999999,2,1
21418,2010,3,2.55,6,15.299999999999999,1,1
21418,2010,4,2.55,3,7.6499999999999995,1,1
21418,2010,5,2.55,3,7.6499999999999995,1,1
21418,2010,6,2.55,12,30.599999999999998,3,1
21418,2010,7,2.55,31,79.05,4,1
21418,2010,8,2.55,6,15.299999999999999,1,1
21418,2010,9,2.55,3,7.6499999999999995,1,1
21418,2010,10,2.55,6,15.299999999999999,1,1
21418,2010,11,2.55,7,17.849999999999998,2,1
21418,2011,2,2.55,6,15.299999999999999,1,1
21418,2011,3,2.55,20,51.0,5,1
21418,2011,5,2.55,1,2.55,1,1
21418,2011,8,2.55,6,15.299999999999999,1,1
21418,2011,10,2.55,6,15.299999999999999,1,1
21418,2011,12,0.79,20,15.8,3,1
21419,2009,12,3.75,1,3.75,1,1
21419,2010,2,3.75,3,11.25,2,1
21419,2010,3,3.75,2,7.5,1,1
21419,2010,5,2.4766666666666666,1209,378.87,3,1
21419,2010,6,3.6300000000000003,17,59.43,3,1
21419,2010,7,3.75,20,75.0,3,2
21420,2010,1,3.25,1,3.25,1,1
21420,2010,2,3.25,1,3.25,1,1
21420,2010,4,3.25,1,3.25,1,1
21420,2010,6,2.75,12,33.0,1,1
21420,2010,7,3.25,17,55.25,2,2
21420,2010,8,3.25,4,13.0,1,1
21420,2010,9,3.25,3,9.75,3,1
21420,2010,11,3.25,28,91.0,2,2
21420,2011,1,3.25,1,3.25,1,1
21420,2011,4,3.25,1,3.25,1,1
21420,2011,5,3.25,3,9.75,2,1
21420,2011,6,3.25,2,6.5,1,1
21420,2011,7,3.25,3,9.75,2,1
21420,2011,8,3.25,4,13.0,1,1
21420,2011,9,3.25,1,3.25,1,1
21420,2011,11,3.25,4,13.0,2,1
21420,2011,12,0.79,28,22.12,2,1
21421,2009,12,1.25,60,75.0,5,2
21421,2010,1,1.2183333333333335,194,215.14000000000001,6,1
21421,2010,2,1.2228571428571429,248,275.8,7,1
21421,2010,3,1.25,88,110.0,8,1
21421,2010,4,1.2228571428571429,76,92.72,7,1
21421,2010,5,1.2120000000000002,60,72.72,5,1
21421,2010,6,1.2183333333333335,206,230.14000000000001,6,1
21421,2010,7,1.25,36,45.0,4,1
21421,2010,8,1.25,36,45.0,4,1
21421,2010,9,1.25,90,112.5,4,2
21421,2010,10,1.25,64,80.0,6,1
21421,2010,11,1.2353846153846153,311,361.39,13,1
21421,2010,12,1.25,27,33.75,3,1
21421,2011,1,1.25,63,78.75,2,2
21421,2011,2,1.1866666666666668,174,190.14000000000001,3,1
21421,2011,3,1.25,8,10.0,2,1
21421,2011,4,1.25,22,27.5,2,1
21421,2011,5,1.25,4,5.0,1,1
21422,2009,12,0.85,54,45.9,4,1
21422,2010,1,0.85,65,55.24999999999999,4,1
21422,2010,2,0.85,232,197.2,3,1
21422,2010,3,0.85,88,74.8,5,1
21422,2010,4,0.8283333333333333,114,94.82,6,1
21422,2010,5,0.8283333333333333,81,66.77,6,1
21422,2010,6,0.8314285714285715,394,297.46,7,1
21422,2010,7,0.85,24,20.4,2,1
21422,2010,8,0.85,32,27.2,3,1
21422,2010,9,0.85,81,68.85,3,2
21422,2010,10,0.85,135,114.75,9,1
21422,2010,11,0.85,196,166.6,9,1
21422,2010,12,0.85,59,50.15,5,1
21422,2011,1,0.85,128,108.8,4,2
21422,2011,2,0.8066666666666666,328,241.35999999999999,3,1
21422,2011,3,0.85,84,71.39999999999999,8,1
21422,2011,4,0.85,72,61.2,4,2
21422,2011,5,0.85,4,3.4,1,1
21422,2011,6,0.85,23,19.55,3,1
21422,2011,7,0.85,48,40.8,3,2
21422,2011,9,0.9799999999999999,337,249.79,5,1
21422,2011,10,0.8283333333333333,456,350.15999999999997,6,1
21422,2011,11,1.435,21,21.75,4,1
21424,2009,12,2.9500000000000006,10,29.500000000000004,3,2
21424,2010,1,2.9500000000000006,18,53.10000000000001,3,2
21424,2010,2,2.95,12,35.400000000000006,2,1
21424,2010,4,2.9500000000000006,18,53.10000000000001,3,3
21424,2010,5,2.79,72,188.4,5,2
21424,2010,6,2.87,73,196.15,5,5
21424,2010,7,2.95,24,70.80000000000001,4,1
21424,2010,8,1.9175,306,436.14,8,3
21424,2010,9,2.95,10,29.500000000000004,2,1
21424,2010,10,2.95,8,23.6,2,2
21424,2010,11,2.95,4,11.8,2,2
21424,2010,12,2.95,6,17.700000000000003,1,1
