Treatment,Outcome,Year,Month,PreviousQuantity,TimeIndex
1.2364285714285714,1375,2010,9,1069.0,9
1.2332352941176472,1530,2010,10,1375.0,10
1.2295698924731182,1776,2010,11,1530.0,11
1.2405,607,2010,12,1776.0,12
1.212,716,2011,1,607.0,13
1.2440625,401,2011,2,716.0,14
1.25,316,2011,3,401.0,15
1.2424,444,2011,4,316.0,16
1.233235294117647,577,2011,5,444.0,17
1.231904761904762,266,2011,6,577.0,18
1.25,161,2011,7,266.0,19
1.2215,369,2011,8,161.0,20
1.3,479,2011,9,369.0,21
1.392972972972973,562,2011,10,479.0,22
1.330566037735849,706,2011,11,562.0,23
1.3775,144,2011,12,706.0,24
1.2365882352941175,1366,2010,2,2018.0,2
1.22801652892562,2306,2010,3,1366.0,3
1.228354430379747,1276,2010,4,2306.0,4
1.224423076923077,2158,2010,5,1276.0,5
1.23954128440367,2026,2010,6,2158.0,6
1.231311475409836,2238,2010,7,2026.0,7
1.2413636363636364,1506,2010,8,2238.0,8
1.2424000000000002,1643,2010,9,1506.0,9
1.2345185185185186,2303,2010,10,1643.0,10
1.2346323529411765,2698,2010,11,2303.0,11
1.2400000000000002,1319,2010,12,2698.0,12
1.228888888888889,632,2011,1,1319.0,13
1.2323255813953489,711,2011,2,632.0,14
1.22921875,1140,2011,3,711.0,15
1.2360975609756095,722,2011,4,1140.0,16
1.2394444444444446,763,2011,5,722.0,17
1.225,496,2011,6,763.0,18
1.2415555555555555,521,2011,7,496.0,19
1.2321875,477,2011,8,521.0,20
1.2732727272727271,825,2011,9,477.0,21
1.331041666666667,983,2011,10,825.0,22
1.3211666666666666,1301,2011,11,983.0,23
1.3092857142857142,464,2011,12,1301.0,24
0.845,366,2010,2,278.0,2
0.85,356,2010,3,366.0,3
0.8373170731707317,747,2010,4,356.0,4
0.8391666666666667,695,2010,5,747.0,5
0.85,340,2010,6,695.0,6
0.8469047619047619,553,2010,7,340.0,7
0.8458064516129032,297,2010,8,553.0,8
0.8418749999999999,450,2010,9,297.0,9
0.8458064516129032,361,2010,10,450.0,10
0.85,201,2010,11,361.0,11
0.85,123,2010,12,201.0,12
0.8322727272727272,459,2011,1,123.0,13
0.837,251,2011,2,459.0,14
0.837,465,2011,3,251.0,15
0.8448,241,2011,4,465.0,16
0.8458064516129032,367,2011,5,241.0,17
0.8403703703703703,381,2011,6,367.0,18
0.845,352,2011,7,381.0,19
0.8355555555555555,327,2011,8,352.0,20
0.8499999999999999,113,2011,9,327.0,21
0.8958823529411765,123,2011,10,113.0,22
0.87,272,2011,11,123.0,23
0.85,45,2011,12,272.0,24
0.8403703703703703,393,2010,2,204.0,2
0.85,304,2010,3,393.0,3
0.8418749999999999,440,2010,4,304.0,4
0.8423529411764706,495,2010,5,440.0,5
0.8443478260869565,493,2010,6,495.0,6
0.8464864864864865,477,2010,7,493.0,7
0.8455172413793103,273,2010,8,477.0,8
0.8499999999999999,180,2010,9,273.0,9
0.8499999999999999,270,2010,10,180.0,10
0.8451851851851852,250,2010,11,270.0,11
0.85,85,2010,12,250.0,12
0.8221428571428572,381,2011,1,85.0,13
0.8294736842105263,424,2011,2,381.0,14
0.8363157894736841,253,2011,3,424.0,15
0.85,161,2011,4,253.0,16
0.85,222,2011,5,161.0,17
0.8423529411764706,219,2011,6,222.0,18
0.85,173,2011,7,219.0,19
0.83,294,2011,8,173.0,20
0.85,73,2011,9,294.0,21
0.8391666666666667,149,2011,10,73.0,22
0.889,104,2011,11,149.0,23
0.85,34,2011,12,104.0,24
0.846060606060606,313,2010,2,189.0,2
0.8459375,393,2010,3,313.0,3
0.8381818181818181,541,2010,4,393.0,4
0.8413333333333333,393,2010,5,541.0,5
0.8467499999999999,375,2010,6,393.0,6
0.8465789473684211,432,2010,7,375.0,7
0.8499999999999999,176,2010,8,432.0,8
0.8456666666666667,280,2010,9,176.0,9
0.8499999999999999,203,2010,10,280.0,10
0.85,185,2010,11,203.0,11
0.8499999999999999,80,2010,12,185.0,12
0.8211111111111111,492,2011,1,80.0,13
0.8283333333333333,443,2011,2,492.0,14
0.8252380952380951,728,2011,3,443.0,15
0.85,172,2011,4,728.0,16
0.85,283,2011,5,172.0,17
0.8431578947368421,210,2011,6,283.0,18
0.85,177,2011,7,210.0,19
0.8413333333333333,224,2011,8,177.0,20
0.85,84,2011,9,224.0,21
0.85,72,2011,10,84.0,22
0.8407142857142856,155,2011,11,72.0,23
0.85,33,2011,12,155.0,24
0.85,91,2010,2,122.0,2
0.8499999999999999,173,2010,3,91.0,3
0.845,297,2010,4,173.0,4
0.838695652173913,357,2010,5,297.0,5
0.85,203,2010,6,357.0,6
0.85,274,2010,7,203.0,7
0.85,118,2010,8,274.0,8
0.8418749999999999,184,2010,9,118.0,9
0.85,111,2010,10,184.0,10
1.666,374,2010,2,244.0,2
1.6900000000000002,200,2010,3,374.0,3
1.6715384615384616,502,2010,4,200.0,4
1.6780000000000002,405,2010,5,502.0,5
1.6707999999999998,367,2010,6,405.0,6
1.6829411764705882,353,2010,7,367.0,7
1.6728571428571428,200,2010,8,353.0,8
1.6780000000000002,264,2010,9,200.0,9
1.69,151,2010,10,264.0,10
1.69,118,2010,11,151.0,11
1.69,54,2010,12,118.0,12
1.6521052631578947,392,2011,1,54.0,13
1.674,230,2011,2,392.0,14
1.666774193548387,489,2011,3,230.0,15
1.675,220,2011,4,489.0,16
1.69,181,2011,5,220.0,17
1.68,271,2011,6,181.0,18
1.6780000000000002,262,2011,7,271.0,19
1.6728571428571428,228,2011,8,262.0,20
1.69,132,2011,9,228.0,21
1.6557142857142857,303,2011,10,132.0,22
1.6728571428571428,175,2011,11,303.0,23
1.6557142857142857,134,2011,12,175.0,24
1.667142857142857,335,2010,2,185.0,2
1.663333333333333,382,2010,3,335.0,3
1.668181818181818,426,2010,4,382.0,4
1.69,279,2010,5,426.0,5
1.6804,235,2010,6,279.0,6
1.6811111111111112,293,2010,7,235.0,7
1.66,157,2010,8,293.0,8
1.6780000000000002,225,2010,9,157.0,9
1.6773684210526314,278,2010,10,225.0,10
1.69,93,2010,11,278.0,11
1.69,52,2010,12,93.0,12
1.65,260,2011,1,52.0,13
1.6463636363636365,277,2011,2,260.0,14
1.65,337,2011,3,277.0,15
1.69,90,2011,4,337.0,16
1.69,183,2011,5,90.0,17
1.67,179,2011,6,183.0,18
1.69,77,2011,7,179.0,19
1.666,201,2011,8,77.0,20
1.69,70,2011,9,201.0,21
1.668181818181818,185,2011,10,70.0,22
1.674,176,2011,11,185.0,23
1.6900000000000002,26,2011,12,176.0,24
1.6780000000000002,216,2010,2,194.0,2
1.69,149,2010,3,216.0,3
1.668181818181818,443,2010,4,149.0,4
1.674516129032258,394,2010,5,443.0,5
1.668181818181818,155,2010,6,394.0,6
1.6811111111111112,324,2010,7,155.0,7
1.66,138,2010,8,324.0,8
1.6900000000000002,74,2010,9,138.0,9
1.69,173,2010,10,74.0,10
1.69,88,2010,11,173.0,11
1.666,135,2010,12,88.0,12
1.66,288,2011,1,135.0,13
1.6728571428571428,208,2011,2,288.0,14
1.65,484,2011,3,208.0,15
1.69,118,2011,4,484.0,16
1.6900000000000002,177,2011,5,118.0,17
1.6758823529411764,239,2011,6,177.0,18
1.6728571428571428,202,2011,7,239.0,19
1.6728571428571428,251,2011,8,202.0,20
1.6900000000000002,22,2011,9,251.0,21
1.69,7,2011,10,22.0,22
1.69,61,2010,2,222.0,2
1.69,73,2010,3,61.0,3
1.69,133,2010,4,73.0,4
1.69,137,2010,5,133.0,5
1.6773684210526314,191,2010,6,137.0,6
1.6766666666666667,207,2010,7,191.0,7
1.69,56,2010,8,207.0,8
1.6557142857142857,133,2010,9,56.0,9
1.69,87,2010,10,133.0,10
1.69,49,2010,11,87.0,11
1.69,33,2010,12,49.0,12
1.6728571428571428,186,2011,1,33.0,13
1.666,156,2011,2,186.0,14
1.69,45,2011,3,156.0,15
1.69,61,2011,4,45.0,16
1.69,50,2011,5,61.0,17
1.69,45,2011,6,50.0,18
1.663333333333333,141,2011,7,45.0,19
1.69,53,2011,8,141.0,20
1.69,26,2011,9,53.0,21
1.69,62,2011,10,26.0,22
1.867777777777777,41,2011,11,62.0,23
1.5699999999999998,112,2011,12,41.0,24
4.833333333333333,49,2010,2,46.0,2
4.95,64,2010,3,49.0,3
4.95,39,2010,4,64.0,4
4.95,56,2010,5,39.0,5
4.95,56,2010,6,56.0,6
4.95,44,2010,7,56.0,7
4.95,9,2010,8,44.0,8
4.95,13,2010,9,9.0,9
4.95,6,2010,10,13.0,10
4.95,32,2010,11,6.0,11
4.95,4,2010,12,32.0,12
4.95,26,2011,1,4.0,13
4.95,22,2011,2,26.0,14
4.95,14,2011,3,22.0,15
4.95,15,2011,4,14.0,16
4.95,26,2011,5,15.0,17
4.95,19,2011,6,26.0,18
4.95,9,2011,7,19.0,19
4.8500000000000005,40,2011,8,9.0,20
1.4,41,2010,2,47.0,2
1.4,15,2010,3,41.0,3
1.4277777777777778,104,2010,4,15.0,4
1.4166666666666667,44,2010,5,104.0,5
1.45,40,2010,6,44.0,6
1.45,30,2010,7,40.0,7
1.31625,104,2010,8,30.0,8
1.45,27,2010,9,104.0,9
1.45,15,2010,10,27.0,10
1.45,183,2010,11,15.0,11
1.45,3,2010,12,183.0,12
1.45,3,2011,1,3.0,13
1.45,18,2011,2,3.0,14
1.45,8,2011,3,18.0,15
1.45,1,2011,4,8.0,16
1.45,21,2011,5,1.0,17
1.45,3,2011,6,21.0,18
1.45,16,2011,7,3.0,19
1.45,49,2011,8,16.0,20
1.45,6,2011,9,49.0,21
1.45,11,2011,10,6.0,22
1.45,34,2011,11,11.0,23
1.45,14,2011,12,34.0,24
2.95,28,2010,2,163.0,2
2.7785714285714285,66,2010,3,28.0,3
2.95,50,2010,4,66.0,4
2.95,33,2010,5,50.0,5
2.8833333333333333,94,2010,6,33.0,6
2.95,50,2010,7,94.0,7
2.821,147,2010,8,50.0,8
2.91,82,2010,9,147.0,9
2.95,66,2010,10,82.0,10
2.91,80,2010,11,66.0,11
2.9500000000000006,13,2010,12,80.0,12
2.919230769230769,94,2011,1,13.0,13
2.75,66,2011,2,94.0,14
2.95,28,2011,3,66.0,15
2.95,19,2011,4,28.0,16
2.9500000000000006,55,2011,5,19.0,17
2.8833333333333333,57,2011,6,55.0,18
2.95,33,2011,7,57.0,19
2.85,169,2011,8,33.0,20
2.9500000000000006,33,2011,9,169.0,21
2.95,40,2011,10,33.0,22
2.8833333333333333,59,2011,11,40.0,23
2.95,6,2011,12,59.0,24
2.95,7,2010,2,34.0,2
2.6833333333333336,18,2010,3,7.0,3
2.95,2,2010,4,18.0,4
2.95,4,2010,5,2.0,5
2.95,6,2010,6,4.0,6
2.95,13,2010,7,6.0,7
2.305,132,2010,8,13.0,8
2.95,25,2010,9,132.0,9
2.95,2,2010,10,25.0,10
2.95,21,2010,11,2.0,11
2.95,2,2010,12,21.0,12
2.95,1,2011,2,2.0,14
2.95,19,2011,3,1.0,15
2.9500000000000006,6,2011,4,19.0,16
2.95,6,2011,5,6.0,17
2.55,36,2011,6,6.0,18
2.95,1,2011,8,36.0,20
2.95,6,2011,10,1.0,22
2.9500000000000006,15,2011,11,6.0,23
2.95,19,2010,2,15.0,2
2.8833333333333333,33,2010,3,19.0,3
2.95,36,2010,4,33.0,4
2.95,25,2010,5,36.0,5
2.9500000000000006,3,2010,6,25.0,6
2.95,14,2010,7,3.0,7
2.692,130,2010,8,14.0,8
2.95,31,2010,9,130.0,9
2.95,44,2010,10,31.0,10
2.95,23,2010,11,44.0,11
2.95,1,2010,12,23.0,12
2.95,42,2011,1,1.0,13
2.95,6,2011,2,42.0,14
2.95,12,2011,3,6.0,15
2.95,1,2011,4,12.0,16
2.95,7,2011,5,1.0,17
2.95,9,2011,6,7.0,18
2.95,24,2011,7,9.0,19
2.95,24,2011,8,24.0,20
2.95,15,2011,9,24.0,21
2.95,7,2011,10,15.0,22
2.95,17,2011,11,7.0,23
2.95,3,2010,2,63.0,2
2.9500000000000006,4,2010,3,3.0,3
2.95,2,2010,4,4.0,4
2.9500000000000006,8,2010,5,2.0,5
2.95,12,2010,6,8.0,6
2.95,6,2010,7,12.0,7
2.9500000000000006,16,2010,8,6.0,8
2.95,1,2010,9,16.0,9
2.95,10,2010,10,1.0,10
2.9500000000000006,14,2010,11,10.0,11
2.95,12,2010,12,14.0,12
2.95,6,2011,4,12.0,16
2.9500000000000006,4,2011,6,6.0,18
2.95,1,2011,7,4.0,19
2.95,1,2011,8,1.0,20
2.95,18,2011,9,1.0,21
2.95,12,2011,10,18.0,22
2.95,10,2011,11,12.0,23
0.79,1,2011,12,10.0,24
1.65,125,2010,2,141.0,2
1.6499999999999997,44,2010,3,125.0,3
1.6499999999999997,7,2010,4,44.0,4
7.866666666666667,59,2010,2,25.0,2
7.878571428571428,102,2010,3,59.0,3
7.8730769230769235,76,2010,4,102.0,4
7.95,32,2010,5,76.0,5
7.783333333333334,75,2010,6,32.0,6
7.95,18,2010,7,75.0,7
7.727777777777778,78,2010,8,18.0,8
7.878571428571428,71,2010,9,78.0,9
7.894444444444444,64,2010,10,71.0,10
7.95,68,2010,11,64.0,11
7.95,34,2010,12,68.0,12
7.85,50,2011,1,34.0,13
7.949999999999999,17,2011,2,50.0,14
7.95,23,2011,3,17.0,15
7.85,46,2011,4,23.0,16
7.95,13,2011,5,46.0,17
7.95,16,2011,6,13.0,18
7.838888888888889,113,2011,7,16.0,19
7.95,12,2011,8,113.0,20
7.95,36,2011,9,12.0,21
7.95,38,2011,10,36.0,22
8.220344827586207,74,2011,11,38.0,23
7.95,16,2011,12,74.0,24
12.3,60,2010,2,2.0,2
12.492857142857144,90,2010,3,60.0,3
12.492857142857144,34,2010,4,90.0,4
12.75,24,2010,5,34.0,5
12.75,20,2010,6,24.0,6
12.75,13,2010,7,20.0,7
12.6,30,2010,8,13.0,8
12.57,27,2010,9,30.0,9
12.595714285714289,82,2010,10,27.0,10
12.252127659574468,267,2010,11,82.0,11
12.2,200,2010,12,267.0,12
12.35,34,2011,1,200.0,13
12.75,4,2011,2,34.0,14
12.75,4,2011,4,4.0,16
14.106666666666667,22,2011,9,4.0,21
14.952,49,2011,10,22.0,22
12.43695652173913,79,2011,11,49.0,23
13.506666666666668,33,2011,12,79.0,24
5.897368421052631,62,2010,2,32.0,2
5.87,126,2010,3,62.0,3
5.95,34,2010,4,126.0,4
5.906521739130435,87,2010,5,34.0,5
5.915517241379311,96,2010,6,87.0,6
5.95,52,2010,7,96.0,7
5.894444444444445,69,2010,8,52.0,8
5.908333333333334,84,2010,9,69.0,9
5.925,138,2010,10,84.0,10
5.9303921568627445,177,2010,11,138.0,11
5.847435897435898,196,2010,12,177.0,12
5.891176470588236,57,2011,1,196.0,13
5.8875,63,2011,2,57.0,14
5.9523809523809526,239,2011,3,63.0,15
5.870833333333334,92,2011,4,239.0,16
5.873076923076924,47,2011,5,92.0,17
5.866666666666667,57,2011,6,47.0,18
5.95,26,2011,7,57.0,19
5.95,30,2011,8,26.0,20
5.904545454545455,97,2011,9,30.0,21
6.189565217391305,76,2011,10,97.0,22
5.91875,102,2011,11,76.0,23
5.95,41,2011,12,102.0,24
3.2282608695652173,209,2010,2,140.0,2
3.238636363636364,233,2010,3,209.0,3
3.25,98,2010,4,233.0,4
3.25,96,2010,5,98.0,5
3.25,100,2010,6,96.0,6
3.2142857142857144,294,2010,7,100.0,7
3.25,86,2010,8,294.0,8
3.25625,645,2010,9,86.0,9
3.25,87,2010,10,645.0,10
3.236842105263158,160,2010,11,87.0,11
3.25,90,2010,12,160.0,12
3.25,74,2011,1,90.0,13
3.25,39,2011,2,74.0,14
3.2607142857142857,167,2011,3,39.0,15
3.2,143,2011,4,167.0,16
3.25,101,2011,5,143.0,17
3.25,59,2011,6,101.0,18
3.216666666666667,147,2011,7,59.0,19
3.25,26,2011,8,147.0,20
3.21875,139,2011,9,26.0,21
3.1666666666666665,86,2011,10,139.0,22
3.25,46,2011,11,86.0,23
3.25,12,2011,12,46.0,24
9.95,7,2010,7,12.0,7
7.616666666666666,14,2010,9,7.0,9
9.95,7,2010,10,14.0,10
5.75,25,2010,11,7.0,11
16.95,2,2010,12,25.0,12
2.95,6,2011,6,2.0,18
2.95,26,2011,8,6.0,20
2.95,84,2011,9,26.0,21
2.95,31,2011,10,84.0,22
2.9500000000000006,17,2011,11,31.0,23
2.95,1,2011,12,17.0,24
2.95,12,2010,8,6.0,8
4.95,67,2010,9,12.0,9
5.75,31,2010,10,67.0,10
5.283333333333333,63,2010,11,31.0,11
2.95,12,2010,12,63.0,12
2.95,12,2011,5,12.0,17
2.95,42,2011,6,12.0,18
2.95,6,2011,7,42.0,19
2.9500000000000006,18,2011,8,6.0,20
2.95,34,2011,9,18.0,21
2.95,47,2011,10,34.0,22
2.95,83,2011,11,47.0,23
2.95,11,2011,12,83.0,24
1.95,2,2010,11,25.0,11
1.95,2,2011,5,2.0,17
1.95,28,2011,8,2.0,20
1.95,33,2011,9,28.0,21
1.95,40,2011,10,33.0,22
1.95,47,2011,11,40.0,23
1.95,11,2011,12,47.0,24
4.616666666666666,25,2010,9,2.0,9
5.949999999999999,13,2010,10,25.0,10
5.949999999999999,56,2010,11,13.0,11
1.95,2,2011,5,56.0,17
1.95,14,2011,7,2.0,19
1.95,12,2011,8,14.0,20
1.95,74,2011,9,12.0,21
1.95,18,2011,10,74.0,22
1.95,119,2011,11,18.0,23
1.95,15,2011,12,119.0,24
9.95,1,2010,3,1.0,3
1.95,108,2010,9,1.0,9
5.949999999999999,16,2010,10,108.0,10
3.95,37,2010,11,16.0,11
1.95,2,2011,5,37.0,17
1.95,12,2011,7,2.0,19
1.95,16,2011,8,12.0,20
1.95,26,2011,9,16.0,21
1.95,38,2011,10,26.0,22
1.95,16,2011,11,38.0,23
1.95,18,2011,12,16.0,24
0.42,6,2010,4,24.0,4
0.42,6,2010,5,6.0,5
0.42,12,2010,6,6.0,6
0.42,10,2010,7,12.0,7
0.42,102,2010,8,10.0,8
0.42,49,2010,9,102.0,9
0.42,77,2010,10,49.0,10
0.42,40,2010,11,77.0,11
0.42,2,2010,12,40.0,12
1.2353846153846153,261,2010,2,72.0,2
1.25,73,2010,3,261.0,3
1.25,151,2010,4,73.0,4
1.25,112,2010,5,151.0,5
1.25,113,2010,6,112.0,6
1.25,187,2010,7,113.0,7
1.25,155,2010,8,187.0,8
1.2388235294117649,270,2010,9,155.0,9
1.2691666666666668,119,2010,10,270.0,10
1.25,92,2010,11,119.0,11
1.25,39,2010,12,92.0,12
1.255,67,2011,1,39.0,13
1.2341666666666666,71,2011,2,67.0,14
1.25,33,2011,3,71.0,15
1.25,39,2011,4,33.0,16
1.270909090909091,204,2011,5,39.0,17
1.25,25,2011,6,204.0,18
1.25,15,2011,7,25.0,19
1.25,5,2011,8,15.0,20
16.45,8,2010,3,96.0,3
16.95,5,2010,4,8.0,4
16.95,1,2010,5,5.0,5
16.95,3,2010,7,1.0,7
16.95,2,2010,8,3.0,8
15.95,5,2010,9,2.0,9
16.95,2,2010,10,5.0,10
16.28333333333333,6,2010,11,2.0,11
16.95,1,2010,12,6.0,12
16.95,5,2011,1,1.0,13
16.95,1,2011,2,5.0,14
16.95,1,2011,4,1.0,16
16.95,1,2011,5,1.0,17
16.95,1,2011,11,1.0,23
6.95,6,2010,2,250.0,2
6.95,2,2010,4,6.0,4
21.95,2,2010,2,1.0,2
21.95,2,2010,4,2.0,4
21.95,2,2010,5,2.0,5
21.95,6,2010,6,2.0,6
21.95,1,2010,7,6.0,7
21.95,1,2010,8,1.0,8
21.95,1,2010,9,1.0,9
21.95,3,2010,10,1.0,10
21.95,1,2010,11,3.0,11
21.95,1,2010,12,1.0,12
21.95,2,2011,1,1.0,13
21.95,1,2011,2,2.0,14
21.95,3,2011,3,1.0,15
21.95,1,2011,4,3.0,16
21.95,3,2011,6,1.0,18
21.95,1,2011,8,3.0,20
19.4625,5,2011,9,1.0,21
21.95,2,2011,10,5.0,22
20.45,4,2011,11,2.0,23
2.55,23,2010,2,25.0,2
2.55,33,2010,3,23.0,3
2.55,29,2010,4,33.0,4
2.55,37,2010,5,29.0,5
2.55,19,2010,6,37.0,6
2.55,14,2010,7,19.0,7
2.1666666666666665,1216,2010,8,14.0,8
1.975,1218,2010,9,1216.0,9
2.55,13,2010,10,1218.0,10
2.55,18,2010,11,13.0,11
2.55,12,2011,1,18.0,13
2.55,6,2011,3,12.0,15
2.55,6,2011,6,6.0,18
2.55,7,2011,7,6.0,19
2.55,10,2010,2,12.0,2
2.55,16,2010,3,10.0,3
2.55,41,2010,4,16.0,4
2.55,7,2010,5,41.0,5
2.55,14,2010,6,7.0,6
2.55,8,2010,7,14.0,7
0.25,1632,2010,8,8.0,8
1.4,1636,2010,9,1632.0,9
2.55,10,2010,10,1636.0,10
2.55,13,2010,11,10.0,11
2.55,6,2010,12,13.0,12
2.55,8,2011,1,6.0,13
2.55,2,2011,2,8.0,14
2.55,6,2011,3,2.0,15
2.55,12,2011,5,6.0,17
2.55,6,2011,7,12.0,19
2.55,12,2011,8,6.0,20
2.55,12,2011,9,12.0,21
2.55,1,2011,12,12.0,24
2.55,4,2010,2,301.0,2
2.55,10,2010,3,4.0,3
2.55,13,2010,4,10.0,4
2.55,31,2010,5,13.0,5
2.55,10,2010,6,31.0,6
2.55,11,2010,7,10.0,7
1.4,1250,2010,8,11.0,8
1.7833333333333332,1255,2010,9,1250.0,9
2.55,10,2010,10,1255.0,10
2.55,7,2010,11,10.0,11
2.55,6,2011,1,7.0,13
2.55,6,2011,3,6.0,15
2.55,9,2011,4,6.0,16
2.55,12,2011,5,9.0,17
2.55,2,2011,6,12.0,18
2.55,6,2011,7,2.0,19
2.55,18,2011,8,6.0,20
2.55,6,2011,11,18.0,23
2.55,1,2010,2,205.0,2
2.55,8,2010,3,1.0,3
2.55,13,2010,4,8.0,4
2.55,31,2010,5,13.0,5
2.55,10,2010,6,31.0,6
2.55,14,2010,7,10.0,7
1.4,1542,2010,8,14.0,8
0.25,1536,2010,9,1542.0,9
2.55,2,2010,10,1536.0,10
2.55,6,2010,11,2.0,11
2.55,22,2010,12,6.0,12
2.55,6,2011,1,22.0,13
2.55,4,2011,4,6.0,16
2.55,3,2011,11,4.0,23
4.25,11,2010,2,27.0,2
4.25,9,2010,3,11.0,3
4.25,15,2010,4,9.0,4
4.25,23,2010,5,15.0,5
4.25,11,2010,6,23.0,6
4.25,4,2010,7,11.0,7
4.25,26,2010,8,4.0,8
4.25,13,2010,9,26.0,9
4.194444444444445,77,2010,10,13.0,10
4.166666666666667,41,2010,11,77.0,11
3.15,46,2010,2,31.0,2
3.1666666666666665,30,2010,3,46.0,3
3.1875,17,2010,4,30.0,4
3.25,22,2010,5,17.0,5
3.125,41,2010,6,22.0,6
3.25,1,2010,7,41.0,7
3.25,41,2010,8,1.0,8
3.25,26,2010,9,41.0,9
3.2045454545454546,90,2010,10,26.0,10
3.1875,49,2010,11,90.0,11
1.69,37,2010,2,36.0,2
1.63,48,2010,3,37.0,3
1.69,28,2010,4,48.0,4
1.594,85,2010,5,28.0,5
1.6900000000000002,26,2010,6,85.0,6
1.6900000000000002,36,2010,7,26.0,7
1.69,12,2010,8,36.0,8
1.69,24,2010,9,12.0,9
0.8065217391304348,588,2010,10,24.0,10
1.436,120,2010,11,588.0,11
1.69,13,2010,12,120.0,12
1.69,2,2011,1,13.0,13
1.69,7,2011,2,2.0,14
1.69,12,2011,3,7.0,15
1.69,12,2011,4,12.0,16
1.2666666666666666,120,2011,5,12.0,17
1.69,12,2011,7,120.0,19
1.69,12,2011,9,12.0,21
1.69,24,2011,10,12.0,22
3.29,2,2011,11,24.0,23
0.39,168,2011,12,2.0,24
2.1,24,2010,2,25.0,2
2.016666666666667,26,2010,3,24.0,3
2.1,12,2010,4,26.0,4
1.975,62,2010,5,12.0,5
2.1,2,2010,6,62.0,6
2.1,12,2010,7,2.0,7
2.1,12,2010,9,12.0,9
1.1333333333333333,313,2010,10,12.0,10
1.81,63,2010,11,313.0,11
2.1,5,2010,12,63.0,12
2.1,24,2011,2,5.0,14
2.1,12,2011,3,24.0,15
2.1,12,2011,5,12.0,17
2.1,12,2011,6,12.0,18
4.13,1,2011,9,12.0,21
2.776666666666667,26,2011,10,1.0,22
3.453333333333333,29,2011,11,26.0,23
0.39,229,2011,12,29.0,24
2.55,44,2010,2,12.0,2
2.55,3,2010,3,44.0,3
2.55,38,2010,4,3.0,4
2.25,49,2010,5,38.0,5
2.55,3,2010,6,49.0,6
2.55,36,2010,7,3.0,7
2.55,38,2010,9,36.0,9
1.0766666666666669,408,2010,10,38.0,10
2.55,15,2010,11,408.0,11
2.55,1,2010,12,15.0,12
0.85,36,2011,5,1.0,17
2.55,12,2011,8,36.0,20
2.55,48,2011,10,12.0,22
0.59,158,2011,12,48.0,24
0.815,74,2010,2,732.0,2
0.6699999999999999,516,2010,3,74.0,3
1.25,24,2010,4,516.0,4
1.25,1,2010,5,24.0,5
0.38,144,2010,6,1.0,6
0.38,72,2010,7,144.0,7
0.38,144,2010,8,72.0,8
0.815,84,2010,9,144.0,9
1.25,24,2010,10,84.0,10
1.25,78,2010,11,24.0,11
1.25,39,2010,12,78.0,12
1.25,12,2011,1,39.0,13
0.38,72,2011,2,12.0,14
1.0325,324,2011,4,72.0,16
0.38,144,2011,6,324.0,18
0.38,144,2011,7,144.0,19
0.38,96,2011,8,144.0,20
0.38,264,2011,9,96.0,21
0.38,114,2011,10,264.0,22
0.38,564,2011,11,114.0,23
0.38,15,2011,12,564.0,24
2.95,29,2010,2,116.0,2
2.85,13,2010,3,29.0,3
2.905555555555556,31,2010,4,13.0,4
2.9500000000000006,6,2010,5,31.0,5
2.9500000000000006,28,2010,6,6.0,6
2.95,3,2010,7,28.0,7
2.95,36,2010,8,3.0,8
2.95,10,2010,9,36.0,9
2.9000000000000004,48,2010,10,10.0,10
2.9500000000000006,54,2010,11,48.0,11
2.95,6,2010,12,54.0,12
2.9500000000000006,9,2011,1,6.0,13
2.95,2,2011,2,9.0,14
2.8166666666666664,34,2011,3,2.0,15
2.95,27,2011,4,34.0,16
2.9500000000000006,19,2011,5,27.0,17
2.95,6,2011,6,19.0,18
2.95,2,2011,7,6.0,19
2.95,12,2011,8,2.0,20
2.8833333333333333,48,2011,9,12.0,21
2.835714285714286,77,2011,10,48.0,22
2.95,11,2011,11,77.0,23
1.25,32,2010,2,160.0,2
1.25,48,2010,3,32.0,3
1.2120000000000002,80,2010,4,48.0,4
1.25,2,2010,5,80.0,5
1.25,28,2010,7,2.0,7
1.25,3,2010,8,28.0,8
1.25,11,2010,9,3.0,9
1.25,112,2010,10,11.0,10
1.25,96,2010,11,112.0,11
1.25,19,2010,12,96.0,12
1.25,208,2011,1,19.0,13
1.25,32,2011,5,208.0,17
1.25,52,2011,7,32.0,19
1.25,48,2011,8,52.0,20
1.25,32,2011,9,48.0,21
1.25,32,2011,10,32.0,22
1.25,20,2011,11,32.0,23
0.85,128,2010,2,135.0,2
0.7799999999999999,96,2010,3,128.0,3
0.8200000000000001,128,2010,4,96.0,4
0.85,35,2010,5,128.0,5
0.85,86,2010,6,35.0,6
0.85,113,2010,7,86.0,7
0.85,34,2010,8,113.0,8
0.85,82,2010,9,34.0,9
0.85,264,2010,10,82.0,10
0.85,220,2010,11,264.0,11
0.85,132,2010,12,220.0,12
0.85,48,2011,1,132.0,13
0.85,64,2011,2,48.0,14
0.85,32,2011,3,64.0,15
0.85,16,2011,4,32.0,16
0.85,16,2011,5,16.0,17
0.85,80,2011,6,16.0,18
0.85,290,2011,7,80.0,19
0.85,32,2011,8,290.0,20
0.85,96,2011,9,32.0,21
0.85,16,2011,10,96.0,22
0.85,98,2011,11,16.0,23
